ID Raw,ID,Name Raw,Name,Description Raw,Description,Sort ID Raw,Sort ID,Type Raw,Type,Item Group Raw,Item Group,Text Type Raw,Text Type,Icon Type Raw,Icon Type,Icon,Equip Icon Raw,Equip Icon,Icon Colour Raw,Icon Colour,Add Icon Type Raw,Add Icon Type,Rarity Raw,Rarity,Max Count Raw,Max Count,Palico Max Raw,Palico Max,Enable On Raptor Raw,Enable On Raptor,Sell Price Raw,Sell Price,Buy Price Raw,Buy Price,Fix Raw,Fixed,Shikyu Raw,Shikyu,Eatable Raw,Eatable,Window Raw,Window,Infinit Raw,Infinite,Heal Raw,Heal,Battle Raw,Battle,Special Raw,Special,For money Raw,For Money,Out Box Raw,Out Box,Non Level Shell Raw,Non Level Shell,Column 30,Column 31,Get Rank 1 Raw,Get Rank 2 Raw,Get Rank 1,Get Rank 2,Column 34,Column 64
00000189,393,473C3D04-915B-4823-BEB8-2B0006AF09BB,Guardian Doshaguma Fang,81A0E2D5-B799-437E-9E32-D135A1959E77,"The fang of a Guardian Doshaguma.
Tough enough to withstand the
Doshaguma's fiercely acidic saliva.",000004CC,1228,00000002,MATERIAL,00000000,INVALID,00000006,TYPE_05,0000002D,ITEM_0044,,00000000,INVALID,00000001,I_WHITE,00000000,INVALID,0000000F,4,0063,99,0063,99,00000000,FALSE,0000044C,"1,100z",00002AF8,"11,000z",00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000001,00000001,NORMAL,NORMAL,000001AE,430
0000018A,394,461F4B19-ED53-4680-A3E1-584BABE8F9EC,G. Doshaguma Certificate,974BFBC4-98E7-4277-8915-D1C80521D5DF,"A Guild certificate awarded to those
who have hunted a Guardian
Doshaguma. Used to make equipment.",000004CD,1229,00000002,MATERIAL,00000000,INVALID,00000006,TYPE_05,0000001E,ITEM_0029,,00000000,INVALID,00000001,I_WHITE,00000000,INVALID,0000000F,4,0063,99,0063,99,00000000,FALSE,000001F4,500z,00001388,"5,000z",00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000001,00000001,NORMAL,NORMAL,000001AF,431
0000018B,395,012960EE-87F4-4F27-B11E-24DAA124A71A,Guardian Doshaguma Fur+,145B4DEE-7FE0-4E92-9872-5880D5126FED,"High-quality fur from a Guardian
Doshaguma. Energy coursing through
it has rendered it hard as steel.",000004CE,1230,00000002,MATERIAL,00000000,INVALID,00000006,TYPE_05,0000002C,ITEM_0043,,00000000,INVALID,00000001,I_WHITE,00000000,INVALID,0000000D,6,0063,99,0063,99,00000000,FALSE,000005DC,"1,500z",00003A98,"15,000z",00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000001,00000001,NORMAL,NORMAL,000001B0,432
0000018C,396,94830BF9-7CEA-4077-9D14-B1C40717ECF3,Guardian Doshaguma Hide+,EEDDC5FF-C0EE-44DF-915A-BD10770FA7B8,"A high-quality hide from a Guardian
Doshaguma. Tough as iron and able
to withstand any kind of attack.",000004CF,1231,00000002,MATERIAL,00000000,INVALID,00000006,TYPE_05,0000002C,ITEM_0043,,00000000,INVALID,00000001,I_WHITE,00000000,INVALID,0000000D,6,0063,99,0063,99,00000000,FALSE,000008CA,"2,250z",000057E4,"22,500z",00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000001,00000001,NORMAL,NORMAL,000001B1,433
0000018D,397,50D8435E-7636-45AB-B961-96BAC787D376,Guardian Doshaguma Claw+,898BAF9F-FA3A-4FAA-9CBE-F0B682918280,"An especially sharp claw from a
Guardian Doshaguma. Filled with
energy, it easily cuts through armor.",000004D0,1232,00000002,MATERIAL,00000000,INVALID,00000006,TYPE_05,0000002D,ITEM_0044,,00000000,INVALID,00000001,I_WHITE,00000000,INVALID,0000000D,6,0063,99,0063,99,00000000,FALSE,00000A8C,"2,700z",00006978,"27,000z",00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000001,00000001,NORMAL,NORMAL,000001B2,434
0000018E,398,11068B1C-6418-44D4-BB68-A1B95F560CA8,Guardian Doshaguma Fang+,B9E533D0-F508-4E7B-A7F6-3B2BC0ECF944,"An especially sharp fang from a
Guardian Doshaguma. Mercilessly
crushes anything in its way.",000004D1,1233,00000002,MATERIAL,00000000,INVALID,00000006,TYPE_05,0000002D,ITEM_0044,,00000000,INVALID,00000001,I_WHITE,00000000,INVALID,0000000D,6,0063,99,0063,99,00000000,FALSE,00000CE4,"3,300z",000080E8,"33,000z",00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000001,00000001,NORMAL,NORMAL,000001B3,435
0000018F,399,2D314D8C-283F-4953-B4FD-9E60BC03D988,G. Doshaguma Certificate S,372D0FC1-0A4E-44B6-AF81-45F68EC91996,"A Guild certificate awarded to those
who have hunted a Guardian
Doshaguma. Used to make equipment.",000004D2,1234,00000002,MATERIAL,00000000,INVALID,00000006,TYPE_05,0000001E,ITEM_0029,,00000000,INVALID,00000001,I_WHITE,00000000,INVALID,0000000D,6,0063,99,0063,99,00000000,FALSE,000005DC,"1,500z",00003A98,"15,000z",00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000001,00000001,NORMAL,NORMAL,000001B4,436
00000190,400,6D69D0B9-16EC-4530-96D7-34EEA3A915FD,Guardian Rathalos Scale,8659C714-2598-4660-9517-A0871389435A,"A scale from a Guardian Rathalos.
Made thick and tough by the
energy coursing through it.",000004D3,1235,00000002,MATERIAL,00000000,INVALID,00000006,TYPE_05,0000002B,ITEM_0042,,00000000,INVALID,00000001,I_WHITE,00000000,INVALID,0000000F,4,0063,99,0063,99,00000000,FALSE,00000230,560z,000015E0,"5,600z",00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000001,00000001,NORMAL,NORMAL,000001B6,438
00000191,401,CFE4102E-BBEA-4BA9-9A34-242A585F8D13,Guardian Rathalos Shell,36686A68-2CD0-4B1E-B716-95ADB02D2E49,"The shell of a Guardian Rathalos.
Still radiates heat from the
energy coursing through it.",000004D4,1236,00000002,MATERIAL,00000000,INVALID,00000006,TYPE_05,0000002E,ITEM_0045,,00000000,INVALID,00000001,I_WHITE,00000000,INVALID,0000000F,4,0063,99,0063,99,00000000,FALSE,00000348,840z,000020D0,"8,400z",00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000001,00000001,NORMAL,NORMAL,000001B7,439
00000192,402,7BAE1789-67C8-4A95-AC70-864BC72B8E1A,Guardian Rathalos Webbing,2BFB0113-6900-487A-B133-5284F89B42F0,"Webbing from a Guardian Rathalos.
The energy coursing through it has
enhanced its flight capabilities.",000004D5,1237,00000002,MATERIAL,00000000,INVALID,00000006,TYPE_05,00000030,ITEM_0047,,00000000,INVALID,00000001,I_WHITE,00000000,INVALID,0000000F,4,0063,99,0063,99,00000000,FALSE,000003F0,"1,008z",00002760,"10,080z",00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000001,00000001,NORMAL,NORMAL,000001B8,440
00000193,403,39ABB6DD-C360-4E15-B8B6-22DCA7AE0941,Guardian Rathalos Tail,C7DFD8C7-5B01-47F8-B240-5626485B28AA,"The tail of a Guardian Rathalos.
The energy coursing through it has
made it into an adaptable material.",000004D6,1238,00000002,MATERIAL,00000000,INVALID,00000006,TYPE_05,0000002F,ITEM_0046,,00000000,INVALID,00000001,I_WHITE,00000000,INVALID,0000000F,4,0063,99,0063,99,00000000,FALSE,00000460,"1,120z",00002BC0,"11,200z",00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000001,00000001,NORMAL,NORMAL,000001B9,441
00000195,405,BDF9A302-7521-47C4-A905-880FB080FDD7,G. Rathalos Certificate,536ED3D1-71A2-480E-BF78-12AFF3F35718,"A Guild certificate awarded to those
who have hunted a Guardian
Rathalos. Used to make equipment.",000004D8,1240,00000002,MATERIAL,00000000,INVALID,00000006,TYPE_05,0000001E,ITEM_0029,,00000000,INVALID,00000001,I_WHITE,00000000,INVALID,0000000F,4,0063,99,0063,99,00000000,FALSE,00000230,560z,000015E0,"5,600z",00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000001,00000001,NORMAL,NORMAL,000000A2,162
00000196,406,B16E0076-4733-4CBB-B63E-5F27DCB4454C,Guardian Rathalos Scale+,D99BC691-08D0-4A04-8CF0-D07B45D755FA,"A high-quality scale from a
Guardian Rathalos. Accumulated
energy has made it scorching hot.",000004D9,1241,00000002,MATERIAL,00000000,INVALID,00000006,TYPE_05,0000002B,ITEM_0042,,00000000,INVALID,00000001,I_WHITE,00000000,INVALID,0000000D,6,0063,99,0063,99,00000000,FALSE,000006A4,"1,700z",00004268,"17,000z",00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000001,00000001,NORMAL,NORMAL,000001BB,443
00000197,407,73832950-92DE-4E56-B240-1D2F06BBFC8E,Guardian Rathalos Carapace,E1DA8844-F23D-4F02-8B23-8E8483272B0C,"The tough carapace of a Guardian
Rathalos. Durable enough to
withstand even the fiercest flames.",000004DA,1242,00000002,MATERIAL,00000000,INVALID,00000006,TYPE_05,0000002E,ITEM_0045,,00000000,INVALID,00000001,I_WHITE,00000000,INVALID,0000000D,6,0063,99,0063,99,00000000,FALSE,000009F6,"2,550z",0000639C,"25,500z",00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000001,00000001,NORMAL,NORMAL,00000201,513
00000198,408,1AEDAF75-3051-4E09-A5BD-A1860D68D8EF,Guardian Rathalos Wing,B521981D-B801-48BD-BBC1-7CDF1DB11310,"A wing from a Guardian Rathalos.
Energy courses through each vein,
producing gale-force winds.",000004DB,1243,00000002,MATERIAL,00000000,INVALID,00000006,TYPE_05,00000030,ITEM_0047,,00000000,INVALID,00000001,I_WHITE,00000000,INVALID,0000000D,6,0063,99,0063,99,00000000,FALSE,00000BF4,"3,060z",00007788,"30,600z",00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000001,00000001,NORMAL,NORMAL,0000007E,126
00000199,409,9231D176-1334-4133-AB90-EED458E39364,Equipped Mantles,9B40730E-E5D0-40A2-BF19-4E91A8F4D837,"The selected mantle in Change
Equipment will be reflected in
your Radial Menu/Loadouts.",000002BE,702,00000001,TOOL,00000000,INVALID,00000004,TYPE_03,0000004A,ITEM_0073,,00000000,INVALID,00000001,I_WHITE,00000000,INVALID,0000000F,4,0001,1,0001,1,00000001,TRUE,00000000,0z,00000000,0z,01,TRUE,00,FALSE,00,FALSE,01,TRUE,01,TRUE,00,FALSE,01,TRUE,00,FALSE,00,FALSE,01,TRUE,00,FALSE,00,00000002,00000000,00000000,NONE,NONE,0000007F,127
0000019A,410,4002F62C-16B5-4B0B-9018-3411E9CE0136,G. Rathalos Certificate S,2488FF29-7528-4D30-93DF-E4165DC2683E,"A Guild certificate awarded to those
who have hunted a Guardian
Rathalos. Used to make equipment.",000004DD,1245,00000002,MATERIAL,00000000,INVALID,00000006,TYPE_05,0000001E,ITEM_0029,,00000000,INVALID,00000001,I_WHITE,00000000,INVALID,0000000D,6,0063,99,0063,99,00000000,FALSE,000006A4,"1,700z",00004268,"17,000z",00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000001,00000001,NORMAL,NORMAL,0000007A,122
0000019B,411,B019AB7F-0C10-44C5-BA61-3C0B7B202E4C,Rath Medulla,CEFEA42E-C840-4BF6-8AE1-8E06037689D9,"Only recently extractable due to
advances in carving techniques.
Hard to forge.",00000523,1315,00000002,MATERIAL,00000000,INVALID,00000006,TYPE_05,00000029,ITEM_0040,,00000000,INVALID,00000005,I_RED,00000000,INVALID,0000000D,6,0063,99,0063,99,00000000,FALSE,00000BDC,"3,036z",00007698,"30,360z",00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000002,00000002,RARE,RARE,0000007D,125
0000019D,413,EF4D27CB-B08B-498A-B100-CE85FD1DA3F6,Demon Ammo,E0801C68-BC5F-4A1D-B9D6-CAE4C247ECF5,"Ammo that produces a cloud that
temporarily strengthens attacks
in the impact zone of where it lands.",0000007A,122,00000003,SHELL,00000000,INVALID,00000007,TYPE_06,00000045,ITEM_0068,,00000000,INVALID,00000005,I_RED,00000000,INVALID,0000000F,4,0003,3,0003,3,00000001,TRUE,00000009,9z,00000001,1z,00,FALSE,00,FALSE,00,FALSE,01,TRUE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,01,TRUE,00,00000002,00000000,00000000,NONE,NONE,00000079,121
0000019E,414,FD40685E-B408-40C5-93CD-AF5C9650388D,Armor Ammo,B31DC954-D498-492C-866C-2477BC8C49DA,"Ammo that produces a cloud that
temporarily strengthens defense
in the impact zone of where it lands.",0000007B,123,00000003,SHELL,00000000,INVALID,00000007,TYPE_06,00000045,ITEM_0068,,00000000,INVALID,00000007,I_ORANGE,00000000,INVALID,0000000F,4,0003,3,0003,3,00000001,TRUE,00000007,7z,00000001,1z,00,FALSE,00,FALSE,00,FALSE,01,TRUE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,01,TRUE,00,00000002,00000000,00000000,NONE,NONE,000000FC,252
0000019F,415,8619242C-2B5C-4FE7-8326-21D0EE34BFC4,Recover Ammo,57E00201-E304-4346-BB4F-FBDA11CAC5C3,"Ammo that produces a healing
cloud in the impact zone of
where it lands.",00000076,118,00000003,SHELL,00000000,INVALID,00000007,TYPE_06,00000045,ITEM_0068,,00000000,INVALID,0000000E,I_GREEN,00000000,INVALID,00000011,2,0003,3,0003,3,00000001,TRUE,00000002,2z,00000008,8z,00,FALSE,00,FALSE,00,FALSE,01,TRUE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,01,TRUE,00,00000002,00000000,00000000,NONE,NONE,00000202,514
000001A0,416,969080C6-57C0-469B-A59C-42D469FA67B4,Tranq Ammo,400F9AF7-02F6-4FEB-B163-B858D96BBA62,"Ammo used to capture monsters
ensnared in traps.",00000079,121,00000003,SHELL,00000000,INVALID,00000007,TYPE_06,00000021,ITEM_0032,,00000000,INVALID,00000004,I_PINK,00000000,INVALID,00000010,3,0008,8,0008,8,00000001,TRUE,00000004,4z,0000002D,45z,00,FALSE,00,FALSE,00,FALSE,01,TRUE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,01,TRUE,00,00000002,00000000,00000000,NONE,NONE,00000203,515
000001A1,417,6AA10AD3-321C-435A-985D-7640F5ABCADF,Exhaust Ammo,E3B305D9-FBB7-400E-B130-44FA02ED066E,"Ammo that drains a monster's
stamina.",00000075,117,00000003,SHELL,00000000,INVALID,00000007,TYPE_06,00000021,ITEM_0032,,00000000,INVALID,0000000F,I_EMERALD,00000000,INVALID,00000011,2,000C,12,000C,12,00000001,TRUE,00000003,3z,0000000F,15z,00,FALSE,00,FALSE,00,FALSE,01,TRUE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,01,TRUE,00,00000002,00000000,00000000,NONE,NONE,00000204,516
000001A2,418,DD454A54-6050-4724-9291-A7FA1D74E2D8,Frenzy Shard,278A22C5-656A-4590-9748-BDA517AE3575,"A fragment of a disturbing
crystal that possesses a
hidden power.",0000041E,1054,00000002,MATERIAL,00000000,INVALID,00000006,TYPE_05,00000034,ITEM_0051,,00000000,INVALID,00000014,I_PURPLE,00000000,INVALID,0000000D,6,0063,99,0063,99,00000000,FALSE,000003E8,"1,000z",00002710,"10,000z",00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000000,00000000,NONE,NONE,00000205,517
000001A3,419,D2890162-6AD0-4CC6-833F-AC84C813589A,Jin Dahaad Scale+,46715A88-04B0-4D87-A219-951B58E88338,"A high-quality Jin Dahaad scale.
Its metallic properties prevent
it from freezing.",00000524,1316,00000002,MATERIAL,00000000,INVALID,00000006,TYPE_05,0000002B,ITEM_0042,,00000000,INVALID,00000008,I_BROWN,00000000,INVALID,0000000D,6,0063,99,0063,99,00000000,FALSE,000008FC,"2,300z",000059D8,"23,000z",00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000001,00000001,NORMAL,NORMAL,00000206,518
000001A4,420,1C2A1825-1C43-45F8-A3F6-6F99884F4DBB,Jin Dahaad Carapace,D4549484-555E-43CD-BCD1-9EDAB734A040,"The tough carapace of a Jin
Dahaad. Tough as steel without
impeding movement.",00000525,1317,00000002,MATERIAL,00000000,INVALID,00000006,TYPE_05,0000002E,ITEM_0045,,00000000,INVALID,00000008,I_BROWN,00000000,INVALID,0000000D,6,0063,99,0063,99,00000000,FALSE,00000D7A,"3,450z",000086C4,"34,500z",00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000001,00000001,NORMAL,NORMAL,00000208,520
000001A5,421,102F32A4-6AC9-4D67-80CD-4A6450777C0D,Jin Dahaad Iceplate,C620E10C-2B6F-47BE-9654-7CFE5F74B2CA,"From the back of a Jin Dahaad,
this plate's metallic properties allow
it to freeze the surrounding air.",00000526,1318,00000002,MATERIAL,00000000,INVALID,00000006,TYPE_05,0000002E,ITEM_0045,,00000000,INVALID,00000008,I_BROWN,00000000,INVALID,0000000D,6,0063,99,0063,99,00000000,FALSE,0000102C,"4,140z",0000A1B8,"41,400z",00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000001,00000001,NORMAL,NORMAL,00000209,521
000001A6,422,B4C8B03F-A5BF-438D-A601-79E8CE98F511,Jin Dahaad Claw+,B5755112-5EB3-4000-B0A4-1E68FDF15C67,"A sharp claw from a Jin Dahaad.
Terrifyingly cold, it freezes
everything it touches.",00000527,1319,00000002,MATERIAL,00000000,INVALID,00000006,TYPE_05,0000002D,ITEM_0044,,00000000,INVALID,00000008,I_BROWN,00000000,INVALID,0000000D,6,0063,99,0063,99,00000000,FALSE,000011F8,"4,600z",0000B3B0,"46,000z",00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000001,00000001,NORMAL,NORMAL,000001BC,444
000001A7,423,9222E19B-7B54-4993-ABC8-EEDDBA1D5A26,Jin Dahaad Horn,CDFD1A29-57FE-44B5-8BF2-62E30BEC4198,"A layered horn from a Jin Dahaad.
Also acts as a heat vent.",00000528,1320,00000002,MATERIAL,00000000,INVALID,00000006,TYPE_05,0000002D,ITEM_0044,,00000000,INVALID,00000008,I_BROWN,00000000,INVALID,0000000D,6,0063,99,0063,99,00000000,FALSE,000013C4,"5,060z",0000C5A8,"50,600z",00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000001,00000001,NORMAL,NORMAL,000001BD,445
000001A8,424,E3252B30-F19B-4A07-881A-E87111C42F5F,Jin Dahaad Icegem,A2B9CAE7-E0DF-4FC6-A276-A205120E8847,"A rare jewel developed within
a Jin Dahaad. Said to wield the
power to freeze entire cliffs.",0000052A,1322,00000002,MATERIAL,00000000,INVALID,00000006,TYPE_05,00000014,ITEM_0019,,00000000,INVALID,00000010,I_SKY,00000000,INVALID,0000000C,7,0063,99,0063,99,00000000,FALSE,000035E8,"13,800z",00021B10,"138,000z",00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,01,TRUE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000003,00000003,SUPER_RARE,SUPER_RARE,000001BE,446
000001A9,425,3250C94B-34F5-464C-BB82-E430FDA880CC,Jin Dahaad Certificate S,81034B46-A16D-4FE4-AF41-B1AB83EAE8DF,"A Guild certificate awarded to those
who have hunted a Jin Dahaad.
Used to make equipment.",0000052B,1323,00000002,MATERIAL,00000000,INVALID,00000006,TYPE_05,0000001E,ITEM_0029,,00000000,INVALID,00000008,I_BROWN,00000000,INVALID,0000000D,6,0063,99,0063,99,00000000,FALSE,000008FC,"2,300z",000059D8,"23,000z",00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000001,00000001,NORMAL,NORMAL,000001BF,447
000001AA,426,A7F2B5CA-AB82-493B-9C46-9A3A136FDFE6,Guardian Ebony Scale,4BD5775F-EA9F-44AF-89A8-AC932D74B186,"A scale from a Guardian Ebony
Odogaron. Energy coursing through
it has turned parts of it white.",000004DE,1246,00000002,MATERIAL,00000000,INVALID,00000006,TYPE_05,0000002B,ITEM_0042,,00000000,INVALID,00000001,I_WHITE,00000000,INVALID,0000000F,4,0063,99,0063,99,00000000,FALSE,0000021C,540z,00001518,"5,400z",00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000001,00000001,NORMAL,NORMAL,000001C0,448
000001AB,427,53A6E783-4F59-4A72-87FB-5C69338A4715,Guardian Ebony Sinew,2498D841-6918-4E2B-9335-2467EF31CAB8,"Tightly packed sinew from
a Guardian Ebony Odogaron.
Especially strong and heavy.",000004DF,1247,00000002,MATERIAL,00000000,INVALID,00000006,TYPE_05,00000029,ITEM_0040,,00000000,INVALID,00000001,I_WHITE,00000000,INVALID,0000000F,4,0063,99,0063,99,00000000,FALSE,0000032A,810z,00001FA4,"8,100z",00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000001,00000001,NORMAL,NORMAL,000001C1,449
000001AC,428,4385A385-26E6-4BD1-9CD9-E2719323109A,Guardian Ebony Claw,52FF04B9-4D59-4981-A343-491178532D2C,"A Guardian Ebony Odogaron claw.
Made for ripping things open, even
the slightest touch is dangerous.",000004E0,1248,00000002,MATERIAL,00000000,INVALID,00000006,TYPE_05,0000002D,ITEM_0044,,00000000,INVALID,00000001,I_WHITE,00000000,INVALID,0000000F,4,0063,99,0063,99,00000000,FALSE,000003CC,972z,000025F8,"9,720z",00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000001,00000001,NORMAL,NORMAL,000001C2,450
000001AD,429,9049DED3-ED1D-4D76-A53F-EE2BE545A628,Guardian Ebony Fang,B0E7E9A2-CC4A-469F-A204-098EF0E97FBB,"A Guardian Ebony Odogaron fang.
Its sharp point allows it to pierce
the vitals of any prey.",000004E1,1249,00000002,MATERIAL,00000000,INVALID,00000006,TYPE_05,0000002D,ITEM_0044,,00000000,INVALID,00000001,I_WHITE,00000000,INVALID,0000000F,4,0063,99,0063,99,00000000,FALSE,000004A4,"1,188z",00002E68,"11,880z",00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000001,00000001,NORMAL,NORMAL,000001C3,451
000001AE,430,DE9C9008-F36C-4087-8E01-BDC34B798D81,Guardian Ebony Tail,B2AC969B-D97E-45AB-9BA3-6014E1D574A0,"A Guardian Ebony Odogaron tail.
Covered in bristled scales that
call to mind its terrible rage.",000004E2,1250,00000002,MATERIAL,00000000,INVALID,00000006,TYPE_05,0000002F,ITEM_0046,,00000000,INVALID,00000001,I_WHITE,00000000,INVALID,0000000F,4,0063,99,0063,99,00000000,FALSE,00000438,"1,080z",00002A30,"10,800z",00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000001,00000001,NORMAL,NORMAL,000001C4,452
000001AF,431,DCB242B3-B8D6-4066-8FB7-49D421BB603C,Guardian Ebony Plate,D74D9656-24CA-4AC0-A299-5551E02DC785,"A Guardian Ebony Odogaron plate.
Energy has bolstered its draconic
power to incredible heights.",000004E3,1251,00000002,MATERIAL,00000000,INVALID,00000006,TYPE_05,00000032,ITEM_0049,,00000000,INVALID,00000001,I_WHITE,00000000,INVALID,0000000E,5,0063,99,0063,99,00000000,FALSE,00000CA8,"3,240z",00007E90,"32,400z",00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,01,TRUE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000002,00000002,RARE,RARE,000001C5,453
000001B0,432,63BD86B7-F705-4D7D-AF3F-B6E7E105BC51,G. Ebony Odogaron Certificate,82A6D29B-B142-4101-8BD4-4296215E7927,"A Guild certificate awarded to those
who have hunted a Guardian Ebony
Odogaron. Used to make equipment.",000004E4,1252,00000002,MATERIAL,00000000,INVALID,00000006,TYPE_05,0000001E,ITEM_0029,,00000000,INVALID,00000001,I_WHITE,00000000,INVALID,0000000F,4,0063,99,0063,99,00000000,FALSE,0000021C,540z,00001518,"5,400z",00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,FALSE,00,00000002,00000001,00000001,NORMAL,NORMAL,000001C6,454
