Index Raw,Index,Data Value Raw,Data Value,Series Raw,Series,Type Raw,Type,Name Raw,Name,Description Raw,Description,Defense Raw,Defense,Fire Res Raw,Fire Res,Water Res Raw,Water Res,Thunder Res Raw,Thunder Res,Ice Res Raw,Ice Res,Dragon Res Raw,Dragon Res,Slot 1 Raw,Slot 1,Slot 2 Raw,Slot 2,Slot 3 Raw,Slot 3,Series Skill Raw,Group Skill Raw,Skill 1 Raw,Skill 2 Raw,Skill 3 Raw,Skill 4 Raw,Skill 5 Raw,Series Skill Level Raw,Group Skill Level Raw,Skill Level 1 Raw,Skill Level 2 Raw,Skill Level 3 Raw,Skill Level 4 Raw,Skill Level 5 Raw,Series Skill,Group Skill,Skill 1,Skill Level 1,Skill 2,Skill Level 2,Skill 3,Skill Level 3
0000013F,319,0000015D,349,50C07580,Ajarakan β,00000000,HELM,11A1AF7B-3D3A-43BF-A337-B4B4E682D609,Ajarakan Helm β,4A2E4EF8-647C-4F75-9AC5-888939CE87F4,"Imposing Ajarakan head armor.
Donning it will draw the fires
from within to burst forth.",00000030,48,00000003,3,FFFFFFFD,-3,00000001,1,FFFFFFFE,-2,00000000,0,00000002,2,00000001,1,00000000,0,00000000,22C90040,510D3C80,CCE2EBC0,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Alluring Pelt,Resentment,1,Bombardier,1,,
00000140,320,0000015E,350,50C07580,Ajarakan β,00000001,BODY,28785C89-FF53-4A34-B24C-289884B271D0,Ajarakan Mail β,C8705065-1079-4E46-9EA6-54954A4C17D0,"Ajarakan chest armor. The
heat of its flames warns prey
of their final immolation.",00000030,48,00000003,3,FFFFFFFD,-3,00000001,1,FFFFFFFE,-2,00000000,0,00000002,2,00000000,0,00000000,0,00000000,22C90040,510D3C80,00000000,00000000,00000000,00000000,00000000,00000001,00000002,00000000,00000000,00000000,00000000,,Alluring Pelt,Resentment,2,,,,
00000141,321,0000015F,351,50C07580,Ajarakan β,00000002,ARM,E2ED3BE1-A9CF-468B-A954-7E873F9259BD,Ajarakan Vambraces β,343A5165-3163-4412-9BA2-3CE23B58C110,"Mighty Ajarakan armguards.
They have just as much
ground-shaking power
as their namesake.",00000030,48,00000003,3,FFFFFFFD,-3,00000001,1,FFFFFFFE,-2,00000000,0,00000002,2,00000001,1,00000000,0,00000000,22C90040,57AD1280,CCE2EBC0,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Alluring Pelt,Partbreaker,1,Bombardier,1,,
00000142,322,00000160,352,50C07580,Ajarakan β,00000003,WAIST,6012DF39-3ADA-41E5-A0D4-328732C6FC9F,Ajarakan Coil β,B8BBB095-4F19-42F0-9AEE-1C43C2A6FA44,"Ajarakan waistgear. It acts
as a tether to quell the
wearer's exploding rage.",00000030,48,00000003,3,FFFFFFFD,-3,00000001,1,FFFFFFFE,-2,00000000,0,00000002,2,00000000,0,00000000,0,00000000,22C90040,57AD1280,30E61800,00000000,00000000,00000000,00000000,00000001,00000002,00000001,00000000,00000000,00000000,,Alluring Pelt,Partbreaker,2,Blast Resistance,1,,
00000143,323,00000161,353,50C07580,Ajarakan β,00000004,LEG,876F1789-4C65-4495-8A7F-B23296E0C44C,Ajarakan Greaves β,7712F25F-7995-497E-9EB0-02E0C6E8CB53,"Flame crested Ajarakan leg
armor. A heat so fierce that
each step makes the earth
shudder in agony.",00000030,48,00000003,3,FFFFFFFD,-3,00000001,1,FFFFFFFE,-2,00000000,0,00000001,1,00000001,1,00000000,0,00000000,22C90040,57AD1280,00000000,00000000,00000000,00000000,00000000,00000001,00000002,00000000,00000000,00000000,00000000,,Alluring Pelt,Partbreaker,2,,,,
00000144,324,00000162,354,1B501840,Blango α,00000000,HELM,1FA83332-0A1C-42EF-BF5E-D9A5FAA9DEE2,Blango Helm α,7BD980EE-9FB5-4720-8D9B-53E02F70F042,"Head armor made from Blangonga
materials. Overflowing with
the honor of a foreign god.",00000030,48,FFFFFFFC,-4,00000001,1,00000000,0,00000004,4,00000000,0,00000001,1,00000001,1,00000000,0,2C2C5280,77181200,355173C0,10B7ECE0,00000000,00000000,00000000,00000001,00000001,00000002,00000001,00000000,00000000,00000000,Blangonga's Spirit,Fortifying Pelt,Wide-Range,2,Counterstrike,1,,
00000145,325,00000163,355,1B501840,Blango α,00000001,BODY,5C3AE5D1-845A-4498-BE14-AF424C16713C,Blango Mail α,AACDC50F-1A85-4F0E-A7F6-F5560472EC64,"Chest armor made of Blangonga
materials. It has a distinct,
eastern feel to it.",00000030,48,FFFFFFFC,-4,00000001,1,00000000,0,00000004,4,00000000,0,00000000,0,00000000,0,00000000,0,2C2C5280,77181200,6F378580,9B96D580,00000000,00000000,00000000,00000001,00000001,00000002,00000002,00000000,00000000,00000000,Blangonga's Spirit,Fortifying Pelt,Agitator,2,Item Prolonger,2,,
00000146,326,00000164,356,1B501840,Blango α,00000002,ARM,7A1388C9-EB65-4F2C-871C-2C67950FCE4F,Blango Vambraces α,FCF51FCB-AF29-48A7-9B8D-8E6C3809234F,"Armguards made from Blangonga
parts. The tough pelt is woven
with gentle, inspiring elegance.",00000030,48,FFFFFFFC,-4,00000001,1,00000000,0,00000004,4,00000000,0,00000002,2,00000000,0,00000000,0,2C2C5280,77181200,10B7ECE0,73551280,00000000,00000000,00000000,00000001,00000001,00000001,00000002,00000000,00000000,00000000,Blangonga's Spirit,Fortifying Pelt,Counterstrike,1,Palico Rally,2,,
00000147,327,00000165,357,1B501840,Blango α,00000003,WAIST,F239D6B4-A52A-4FCE-8806-9D89F9B0B06D,Blango Coil α,F364B811-2A25-4BDA-9097-7CAD51974948,"Waistgear made of Blangonga
parts with technology from the
""Eastern Land of the Gods.""",00000030,48,FFFFFFFC,-4,00000001,1,00000000,0,00000004,4,00000000,0,00000001,1,00000000,0,00000000,0,2C2C5280,77181200,6F378580,355173C0,00000000,00000000,00000000,00000001,00000001,00000002,00000001,00000000,00000000,00000000,Blangonga's Spirit,Fortifying Pelt,Agitator,2,Wide-Range,1,,
00000148,328,00000166,358,1B501840,Blango α,00000004,LEG,0CF05C93-1961-4391-8428-6BA01D006E9B,Blango Greaves α,27200AA9-0439-4293-951D-0EEBF43D8FE3,"Leg armor made from Blangonga
spoils. The striking, exotic shapes
draw from Far Eastern ritual garb.",00000030,48,FFFFFFFC,-4,00000001,1,00000000,0,00000004,4,00000000,0,00000001,1,00000001,1,00000000,0,2C2C5280,77181200,6F378580,10B7ECE0,00000000,00000000,00000000,00000001,00000001,00000001,00000001,00000000,00000000,00000000,Blangonga's Spirit,Fortifying Pelt,Agitator,1,Counterstrike,1,,
00000149,329,00000167,359,854B2B00,Blango β,00000000,HELM,32B2C0F0-01D7-4F54-B7A2-912AF336376A,Blango Helm β,1DD4290D-F7EC-4D9E-B413-36BEE8C7DFD6,"Head armor made from Blangonga
materials. Overflowing with
the honor of a foreign god.",00000030,48,FFFFFFFC,-4,00000001,1,00000000,0,00000004,4,00000000,0,00000002,2,00000001,1,00000001,1,2C2C5280,22C90040,355173C0,00000000,00000000,00000000,00000000,00000001,00000001,00000002,00000000,00000000,00000000,00000000,Blangonga's Spirit,Alluring Pelt,Wide-Range,2,,,,
0000014A,330,00000168,360,854B2B00,Blango β,00000001,BODY,ECCF220D-CC8C-4969-80CC-5B247E9F3D15,Blango Mail β,BF187B00-CC2B-41F2-AB33-D83B556E4DD6,"Chest armor made of Blangonga
materials. It has a distinct,
eastern feel to it.",00000030,48,FFFFFFFC,-4,00000001,1,00000000,0,00000004,4,00000000,0,00000002,2,00000000,0,00000000,0,2C2C5280,22C90040,6F378580,00000000,00000000,00000000,00000000,00000001,00000001,00000002,00000000,00000000,00000000,00000000,Blangonga's Spirit,Alluring Pelt,Agitator,2,,,,
0000014B,331,00000169,361,854B2B00,Blango β,00000002,ARM,62E3591F-9CF7-4C9C-B34C-9FC7FC59BE23,Blango Vambraces β,CB00955A-E85A-4B9C-916D-DDC6E406BF8D,"Armguards made from Blangonga
parts. The tough pelt is woven
with gentle, inspiring elegance.",00000030,48,FFFFFFFC,-4,00000001,1,00000000,0,00000004,4,00000000,0,00000002,2,00000002,2,00000000,0,2C2C5280,22C90040,10B7ECE0,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,00000000,Blangonga's Spirit,Alluring Pelt,Counterstrike,1,,,,
0000014C,332,0000016A,362,854B2B00,Blango β,00000003,WAIST,9B723949-B72C-4163-9FF1-25AA807180BB,Blango Coil β,96A903B8-0F24-410B-A245-D16B5B43C943,"Waistgear made of Blangonga
parts with technology from the
""Eastern Land of the Gods.""",00000030,48,FFFFFFFC,-4,00000001,1,00000000,0,00000004,4,00000000,0,00000001,1,00000001,1,00000000,0,2C2C5280,22C90040,6F378580,00000000,00000000,00000000,00000000,00000001,00000001,00000002,00000000,00000000,00000000,00000000,Blangonga's Spirit,Alluring Pelt,Agitator,2,,,,
0000014D,333,0000016B,363,854B2B00,Blango β,00000004,LEG,1CFF9923-032D-4EB3-804E-E269D81CC653,Blango Greaves β,07608A12-01CB-4FE9-915B-0FFB426777D8,"Leg armor made from Blangonga
spoils. The striking, exotic shapes
draw from Far Eastern ritual garb.",00000030,48,FFFFFFFC,-4,00000001,1,00000000,0,00000004,4,00000000,0,00000002,2,00000002,2,00000000,0,2C2C5280,22C90040,6F378580,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,00000000,Blangonga's Spirit,Alluring Pelt,Agitator,1,,,,
0000014E,334,0000016C,364,1C25D020,Guardian Doshaguma α,00000000,HELM,5B528C2A-A1B6-4488-A102-1DB48A4FA86A,G. Doshaguma Helm α,96A84E2E-46FD-4E3D-AFB4-F7C68438168F,"Head armor made from Guardian
Doshaguma spoils. To don it is
to be seized by unspeakable
cravings.",00000030,48,FFFFFFFD,-3,00000002,2,FFFFFFFF,-1,FFFFFFFE,-2,00000002,2,00000002,2,00000001,1,00000000,0,FC4A29B0,B22A8380,19316180,79E68180,00000000,00000000,00000000,00000001,00000001,00000001,00000002,00000000,00000000,00000000,Doshaguma's Might,Guardian's Pulse,Heroics,1,Hunger Resistance,2,,
0000014F,335,0000016D,365,1C25D020,Guardian Doshaguma α,00000001,BODY,95B2B180-E90E-4DCF-A3CA-EF505A587264,G. Doshaguma Mail α,04E6F111-DF23-4ABA-A485-68B12EF86E44,"Chest armor made from
Guardian Doshaguma spoils.
It instills a new vitality and
sense of purpose.",00000030,48,FFFFFFFD,-3,00000002,2,FFFFFFFF,-1,FFFFFFFE,-2,00000002,2,00000002,2,00000001,1,00000000,0,FC4A29B0,B22A8380,9B4DED80,5ABFCA00,00000000,00000000,00000000,00000001,00000001,00000002,00000001,00000000,00000000,00000000,Doshaguma's Might,Guardian's Pulse,Constitution,2,Iron Skin,1,,
00000150,336,0000016E,366,1C25D020,Guardian Doshaguma α,00000002,ARM,0384B237-50EA-4600-B03F-107BB8B87EEC,G. Doshaguma Braces α,474A10A6-F2FD-4CD8-8F59-300CAF6C46FF,"Armguards made from Guardian
Doshaguma spoils. They agitate
the wearer unless in constant
motion.",00000030,48,FFFFFFFD,-3,00000002,2,FFFFFFFF,-1,FFFFFFFE,-2,00000002,2,00000001,1,00000001,1,00000001,1,FC4A29B0,B22A8380,19316180,5ABFCA00,00000000,00000000,00000000,00000001,00000001,00000001,00000002,00000000,00000000,00000000,Doshaguma's Might,Guardian's Pulse,Heroics,1,Iron Skin,2,,
00000151,337,0000016F,367,1C25D020,Guardian Doshaguma α,00000003,WAIST,87B11A7D-FBCC-42B1-BC34-908AC625FA29,G. Doshaguma Coil α,ED65D612-10FF-4D6E-8BD5-7538B6077451,"Waistgear made from Guardian
Doshaguma spoils. The white
areas self-repair when damaged.",00000030,48,FFFFFFFD,-3,00000002,2,FFFFFFFF,-1,FFFFFFFE,-2,00000002,2,00000002,2,00000000,0,00000000,0,FC4A29B0,B22A8380,19316180,79E68180,00000000,00000000,00000000,00000001,00000001,00000002,00000001,00000000,00000000,00000000,Doshaguma's Might,Guardian's Pulse,Heroics,2,Hunger Resistance,1,,
00000152,338,00000170,368,1C25D020,Guardian Doshaguma α,00000004,LEG,C6897C51-BB14-4910-8C02-D08CCAB23E39,G. Doshaguma Greaves α,9EC62697-5352-48D9-8110-95CC77B63593,"Leg armor made from Guardian
Doshaguma spoils. Produces
a faint white aura when worn.",00000030,48,FFFFFFFD,-3,00000002,2,FFFFFFFF,-1,FFFFFFFE,-2,00000002,2,00000002,2,00000000,0,00000000,0,FC4A29B0,B22A8380,19316180,9B4DED80,00000000,00000000,00000000,00000001,00000001,00000001,00000002,00000000,00000000,00000000,Doshaguma's Might,Guardian's Pulse,Heroics,1,Constitution,2,,
00000153,339,00000171,369,01C83464,Guardian Doshaguma β,00000000,HELM,1B54DDFF-8F72-4AC4-87EC-95AD9D4BFA64,G. Doshaguma Helm β,5299314F-4DC9-4CFA-8FBF-C027677C337C,"Head armor made from Guardian
Doshaguma spoils. To don it is
to be seized by unspeakable
cravings.",00000030,48,FFFFFFFD,-3,00000002,2,FFFFFFFF,-1,FFFFFFFE,-2,00000002,2,00000002,2,00000002,2,00000001,1,FC4A29B0,8651EA80,19316180,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,00000000,Doshaguma's Might,Guardian's Protection,Heroics,1,,,,
00000154,340,00000172,370,01C83464,Guardian Doshaguma β,00000001,BODY,C5821223-39A6-4A9F-92F5-62270CFC46D9,G. Doshaguma Mail β,A2E85A71-E5B0-4D4B-AB2E-2D72725E8091,"Chest armor made from
Guardian Doshaguma spoils.
It instills a new vitality and
sense of purpose.",00000030,48,FFFFFFFD,-3,00000002,2,FFFFFFFF,-1,FFFFFFFE,-2,00000002,2,00000002,2,00000002,2,00000000,0,FC4A29B0,8651EA80,9B4DED80,00000000,00000000,00000000,00000000,00000001,00000001,00000002,00000000,00000000,00000000,00000000,Doshaguma's Might,Guardian's Protection,Constitution,2,,,,
00000155,341,00000173,371,01C83464,Guardian Doshaguma β,00000002,ARM,3C52E365-B165-4920-AB68-E01D0AFF11AA,G. Doshaguma Braces β,055A637C-D1D5-4606-A85E-1D2615847CE7,"Armguards made from Guardian
Doshaguma spoils. They agitate
the wearer unless in constant
motion.",00000030,48,FFFFFFFD,-3,00000002,2,FFFFFFFF,-1,FFFFFFFE,-2,00000002,2,00000002,2,00000002,2,00000001,1,FC4A29B0,8651EA80,19316180,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,00000000,Doshaguma's Might,Guardian's Protection,Heroics,1,,,,
00000156,342,00000174,372,01C83464,Guardian Doshaguma β,00000003,WAIST,C5324FFF-486A-45A0-8BA5-A4BB20C94D05,G. Doshaguma Coil β,31407EB1-0987-4CAA-BF40-FBDDEA0EFF9D,"Waistgear made from Guardian
Doshaguma spoils. The white
areas self-repair when damaged.",00000030,48,FFFFFFFD,-3,00000002,2,FFFFFFFF,-1,FFFFFFFE,-2,00000002,2,00000002,2,00000001,1,00000000,0,FC4A29B0,8651EA80,19316180,00000000,00000000,00000000,00000000,00000001,00000001,00000002,00000000,00000000,00000000,00000000,Doshaguma's Might,Guardian's Protection,Heroics,2,,,,
00000157,343,00000175,373,01C83464,Guardian Doshaguma β,00000004,LEG,B3C1A630-CD46-46C8-A40D-4E5D882D655A,G. Doshaguma Greaves β,73B99CCE-35B1-4481-AE4C-7C4A0F8403DE,"Leg armor made from Guardian
Doshaguma spoils. Produces
a faint white aura when worn.",00000030,48,FFFFFFFD,-3,00000002,2,FFFFFFFF,-1,FFFFFFFE,-2,00000002,2,00000002,2,00000001,1,00000000,0,FC4A29B0,8651EA80,19316180,9B4DED80,00000000,00000000,00000000,00000001,00000001,00000001,00000001,00000000,00000000,00000000,Doshaguma's Might,Guardian's Protection,Heroics,1,Constitution,1,,
00000158,344,00000176,374,B1ECD900,Guardian Rathalos α,00000000,HELM,77853557-997B-4210-ABC6-AA51DE21F40A,G. Rathalos Helm α,119B1308-97CB-4ECB-B7D4-3CE536ECFD7F,"Head armor made from Guardian
Rathalos spoils. To don it is to be
seized by unspeakable cravings.",00000030,48,00000003,3,00000001,1,FFFFFFFE,-2,00000001,1,FFFFFFFB,-5,00000001,1,00000001,1,00000000,0,FFC80F48,B22A8380,E84D8E60,DCA774C0,00000000,00000000,00000000,00000001,00000001,00000001,00000002,00000000,00000000,00000000,Rathalos's Flare,Guardian's Pulse,Weakness Exploit,1,Survival Expert,2,,
00000159,345,00000177,375,B1ECD900,Guardian Rathalos α,00000001,BODY,189717DB-1C10-415E-BE42-96DDA636387E,G. Rathalos Mail α,95D01C60-A65E-46DD-8770-2F7677FDBCBC,"Chest armor made from Guardian
Rathalos spoils. It instills a new
vitality and sense of purpose.",00000030,48,00000003,3,00000001,1,FFFFFFFE,-2,00000001,1,FFFFFFFB,-5,00000001,1,00000000,0,00000000,0,FFC80F48,B22A8380,E84D8E60,57C69780,00000000,00000000,00000000,00000001,00000001,00000001,00000002,00000000,00000000,00000000,Rathalos's Flare,Guardian's Pulse,Weakness Exploit,1,Intimidator,2,,
0000015A,346,00000178,376,B1ECD900,Guardian Rathalos α,00000002,ARM,AAF8A138-3CE8-41FF-B253-522943994B12,G. Rathalos Vambraces α,4D97A6D4-2211-4A51-8556-C5253D4EB905,"Armguards made from Guardian
Rathalos spoils. They agitate the
wearer unless in constant motion.",00000030,48,00000003,3,00000001,1,FFFFFFFE,-2,00000001,1,FFFFFFFB,-5,00000002,2,00000000,0,00000000,0,FFC80F48,B22A8380,E84D8E60,57C69780,DCA774C0,00000000,00000000,00000001,00000001,00000001,00000001,00000001,00000000,00000000,Rathalos's Flare,Guardian's Pulse,Weakness Exploit,1,Intimidator,1,Survival Expert,1
0000015B,347,00000179,377,B1ECD900,Guardian Rathalos α,00000003,WAIST,EC73B3FE-F61A-4C27-8D49-BDB2C6C4F71C,G. Rathalos Coil α,C476B713-8FD7-46F0-9313-A62A6935B574,"Waistgear made from Guardian
Rathalos spoils. The white areas
self-repair when damaged.",00000030,48,00000003,3,00000001,1,FFFFFFFE,-2,00000001,1,FFFFFFFB,-5,00000001,1,00000001,1,00000000,0,FFC80F48,B22A8380,E84D8E60,CA9ABE00,00000000,00000000,00000000,00000001,00000001,00000001,00000001,00000000,00000000,00000000,Rathalos's Flare,Guardian's Pulse,Weakness Exploit,1,Windproof,1,,
0000015C,348,0000017A,378,B1ECD900,Guardian Rathalos α,00000004,LEG,DA999131-39C1-4E5F-84E8-8462EE327708,G. Rathalos Greaves α,3F009199-B84C-4D55-ABE6-3B02E1155393,"Leg armor made from Guardian
Rathalos spoils. Produces
a faint white aura when worn.",00000030,48,00000003,3,00000001,1,FFFFFFFE,-2,00000001,1,FFFFFFFB,-5,00000001,1,00000000,0,00000000,0,FFC80F48,B22A8380,E84D8E60,CA9ABE00,00000000,00000000,00000000,00000001,00000001,00000001,00000002,00000000,00000000,00000000,Rathalos's Flare,Guardian's Pulse,Weakness Exploit,1,Windproof,2,,
0000015D,349,0000017B,379,9AB83A00,Guardian Rathalos β,00000000,HELM,1D25AF17-5473-429D-BB1D-C64BD9D98368,G. Rathalos Helm β,0D3B2A9E-1307-4F9C-936A-D4167ACE3019,"Head armor made from Guardian
Rathalos spoils. To don it is to be
seized by unspeakable cravings.",00000030,48,00000003,3,00000001,1,FFFFFFFE,-2,00000001,1,FFFFFFFB,-5,00000002,2,00000002,2,00000000,0,FFC80F48,8651EA80,E84D8E60,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,00000000,Rathalos's Flare,Guardian's Protection,Weakness Exploit,1,,,,
0000015E,350,0000017C,380,9AB83A00,Guardian Rathalos β,00000001,BODY,64A72316-4CE0-4206-8EE2-B65DADE2ABBB,G. Rathalos Mail β,AC3CDF69-CE1D-4CCB-BA2D-482F240C58A6,"Chest armor made from Guardian
Rathalos spoils. It instills a new
vitality and sense of purpose.",00000030,48,00000003,3,00000001,1,FFFFFFFE,-2,00000001,1,FFFFFFFB,-5,00000002,2,00000000,0,00000000,0,FFC80F48,8651EA80,E84D8E60,57C69780,00000000,00000000,00000000,00000001,00000001,00000001,00000001,00000000,00000000,00000000,Rathalos's Flare,Guardian's Protection,Weakness Exploit,1,Intimidator,1,,
0000015F,351,0000017D,381,9AB83A00,Guardian Rathalos β,00000002,ARM,BCFEDC55-0901-47E5-9E7D-B42D8EC7C9F3,G. Rathalos Vambraces β,1A24BF22-D607-47EF-9401-9871CA85EAE6,"Armguards made from Guardian
Rathalos spoils. They agitate the
wearer unless in constant motion.",00000030,48,00000003,3,00000001,1,FFFFFFFE,-2,00000001,1,FFFFFFFB,-5,00000002,2,00000001,1,00000001,1,FFC80F48,8651EA80,E84D8E60,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,00000000,Rathalos's Flare,Guardian's Protection,Weakness Exploit,1,,,,
00000160,352,0000017E,382,9AB83A00,Guardian Rathalos β,00000003,WAIST,A3765EF0-09FF-4789-91F9-04403203F092,G. Rathalos Coil β,B3187B73-0AD6-492F-B9B9-CF28142B7100,"Waistgear made from Guardian
Rathalos spoils. The white areas
self-repair when damaged.",00000030,48,00000003,3,00000001,1,FFFFFFFE,-2,00000001,1,FFFFFFFB,-5,00000002,2,00000002,2,00000001,1,FFC80F48,8651EA80,CA9ABE00,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,00000000,Rathalos's Flare,Guardian's Protection,Windproof,1,,,,
00000161,353,0000017F,383,9AB83A00,Guardian Rathalos β,00000004,LEG,10E88E56-5DA8-46F7-AFFA-4E271009A18A,G. Rathalos Greaves β,5C759646-26DC-4952-882A-37CA75AB1DB8,"Leg armor made from Guardian
Rathalos spoils. Produces
a faint white aura when worn.",00000030,48,00000003,3,00000001,1,FFFFFFFE,-2,00000001,1,FFFFFFFB,-5,00000002,2,00000000,0,00000000,0,FFC80F48,8651EA80,E84D8E60,CA9ABE00,00000000,00000000,00000000,00000001,00000001,00000001,00000001,00000000,00000000,00000000,Rathalos's Flare,Guardian's Protection,Weakness Exploit,1,Windproof,1,,
00000162,354,00000180,384,EE6A77E0,Gravios α,00000000,HELM,68C5E1A9-4944-4658-9254-9EBACEBDFCE7,Gravios Helm α,99CAB5F0-AD66-4AD3-B123-3F9DEE3F4977,"A helm cast from Gravios
materials. This rock-like
armor deflects attacks.",00000034,52,00000004,4,FFFFFFFD,-3,00000001,1,00000000,0,FFFFFFFE,-2,00000002,2,00000001,1,00000000,0,E71211A0,58AAF300,7D946580,DBAB9E00,00000000,00000000,00000000,00000001,00000001,00000001,00000001,00000000,00000000,00000000,Gravios's Protection,Scaling Prowess,Peak Performance,1,Tremor Resistance,1,,
00000163,355,00000181,385,EE6A77E0,Gravios α,00000001,BODY,6248CD29-9B7F-4B9C-AE5B-FC656A9DD10C,Gravios Mail α,D40B7CFD-DEC5-4465-934F-682C648A4AFF,"Chest armor made from
Gravios parts. Striking it
is more likely to hurt the
attacker.",00000034,52,00000004,4,FFFFFFFD,-3,00000001,1,00000000,0,FFFFFFFE,-2,00000002,2,00000001,1,00000000,0,E71211A0,58AAF300,7D946580,BD27BF80,00000000,00000000,00000000,00000001,00000001,00000001,00000002,00000000,00000000,00000000,Gravios's Protection,Scaling Prowess,Peak Performance,1,Recovery Speed,2,,
00000164,356,00000182,386,EE6A77E0,Gravios α,00000002,ARM,CE4F2D08-A9B4-45E4-97CC-AA6176BC4166,Gravios Vambraces α,EF0EDE8E-C8F6-438E-8654-60D42DA994EC,"Armguards made from Gravios
parts. Their powerful
appearance hints at their
true strength.",00000034,52,00000004,4,FFFFFFFD,-3,00000001,1,00000000,0,FFFFFFFE,-2,00000001,1,00000000,0,00000000,0,E71211A0,58AAF300,7D946580,2C44A0C0,00000000,00000000,00000000,00000001,00000001,00000002,00000001,00000000,00000000,00000000,Gravios's Protection,Scaling Prowess,Peak Performance,2,Flinch Free,1,,
00000165,357,00000183,387,EE6A77E0,Gravios α,00000003,WAIST,27996BAE-C7A7-48F6-A341-9039A548C46D,Gravios Coil α,5BDF13AB-2C97-4B7D-95C9-BDAF68EF5723,"Waist armor made with Gravios
parts. Its thickness and weight are
indicative of its defensive power.",00000034,52,00000004,4,FFFFFFFD,-3,00000001,1,00000000,0,FFFFFFFE,-2,00000002,2,00000000,0,00000000,0,E71211A0,58AAF300,7D946580,2C44A0C0,00000000,00000000,00000000,00000001,00000001,00000001,00000002,00000000,00000000,00000000,Gravios's Protection,Scaling Prowess,Peak Performance,1,Flinch Free,2,,
00000166,358,00000184,388,EE6A77E0,Gravios α,00000004,LEG,76A64DFB-9E55-4FAE-BBAA-6B38D0D6E432,Gravios Greaves α,C0B2D08D-739D-4B41-9184-1A1A14CA9FA4,"Greaves made from Gravios
parts. Tightly fastened to
protect like a castle gate.",00000034,52,00000004,4,FFFFFFFD,-3,00000001,1,00000000,0,FFFFFFFE,-2,00000002,2,00000001,1,00000000,0,E71211A0,58AAF300,DBAB9E00,BD27BF80,00000000,00000000,00000000,00000001,00000001,00000002,00000001,00000000,00000000,00000000,Gravios's Protection,Scaling Prowess,Tremor Resistance,2,Recovery Speed,1,,
00000167,359,00000185,389,E5F4D820,Gravios β,00000000,HELM,8704956C-D0FE-46F7-A4B3-05A210B85725,Gravios Helm β,5E2CACB6-9183-41E7-B1A1-AAC3F18634EB,"A helm cast from Gravios
materials. This rock-like
armor deflects attacks.",00000034,52,00000004,4,FFFFFFFD,-3,00000001,1,00000000,0,FFFFFFFE,-2,00000002,2,00000002,2,00000000,0,E71211A0,9CC70680,7D946580,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,00000000,Gravios's Protection,Scale Layering,Peak Performance,1,,,,
00000168,360,00000186,390,E5F4D820,Gravios β,00000001,BODY,76759AF7-1DA4-4FBE-945E-E5DFDEF6C501,Gravios Mail β,8966D665-B381-456F-934D-CD2D0898F0C2,"Chest armor made from
Gravios parts. Striking it
is more likely to hurt the
attacker.",00000034,52,00000004,4,FFFFFFFD,-3,00000001,1,00000000,0,FFFFFFFE,-2,00000002,2,00000002,2,00000000,0,E71211A0,9CC70680,7D946580,BD27BF80,00000000,00000000,00000000,00000001,00000001,00000001,00000001,00000000,00000000,00000000,Gravios's Protection,Scale Layering,Peak Performance,1,Recovery Speed,1,,
00000169,361,00000187,391,E5F4D820,Gravios β,00000002,ARM,090FED36-F6EA-4509-99EE-D103AA6A6134,Gravios Vambraces β,A67694C2-3A34-4F1E-90E2-B29F989B6EDC,"Armguards made from Gravios
parts. Their powerful
appearance hints at their
true strength.",00000034,52,00000004,4,FFFFFFFD,-3,00000001,1,00000000,0,FFFFFFFE,-2,00000002,2,00000000,0,00000000,0,E71211A0,9CC70680,7D946580,00000000,00000000,00000000,00000000,00000001,00000001,00000002,00000000,00000000,00000000,00000000,Gravios's Protection,Scale Layering,Peak Performance,2,,,,
0000016A,362,00000188,392,E5F4D820,Gravios β,00000003,WAIST,C4E56CCD-A3B5-421B-A4B7-5EC1D4D5539B,Gravios Coil β,99AC6B2C-2F04-4BC0-A584-10B2B51FE37A,"Waist armor made with Gravios
parts. Its thickness and weight are
indicative of its defensive power.",00000034,52,00000004,4,FFFFFFFD,-3,00000001,1,00000000,0,FFFFFFFE,-2,00000002,2,00000001,1,00000000,0,E71211A0,9CC70680,7D946580,2C44A0C0,00000000,00000000,00000000,00000001,00000001,00000001,00000001,00000000,00000000,00000000,Gravios's Protection,Scale Layering,Peak Performance,1,Flinch Free,1,,
