Index Raw,Index,Name Raw,Name,Type Raw,Type,Series Raw,Series,Defense Raw,Defense,Fire Res Raw,Fire Res,Water Res Raw,Water Res,Thunder Res Raw,Thunder Res,Ice Res Raw,Ice Res,Dragon Res Raw,Dragon Res,Slot 1 Raw,Slot 1,Slot 2 Raw,Slot 2,Slot 3 Raw,Slot 3,Series Skill Raw,Series Skill,Group Skill Raw,Group Skill,Skill 1 Raw,Skill 1,Skill Level 1 Raw,Skill Level 1,Skill 2 Raw,Skill 2,Skill Level 2 Raw,Skill Level 2,Skill 3 Raw,Skill 3,Skill Level 3 Raw,Skill Level 3
0000008F,143,9AE8F211-EB72-49B2-8D3D-00EE1B916E54,Chainmail Armor α,00000001,BODY,77FEE700,Chainmail α,0000001A,26,00000000,0,00000002,2,00000000,0,00000000,0,00000000,0,00000001,1,00000000,0,00000000,0,00000000,,00000000,,238443C0,Geologist,00000001,1,26DF31C0,Ice Resistance,00000001,1,00000000,,00000000,
00000090,144,94022DE1-C4BC-4980-844B-AC8A7F57967A,Chainmail Gloves α,00000002,ARM,77FEE700,Chainmail α,0000001A,26,00000000,0,00000002,2,00000000,0,00000000,0,00000000,0,00000001,1,00000000,0,00000000,0,00000000,,00000000,,238443C0,Geologist,00000001,1,BD27BF80,Recovery Speed,00000001,1,00000000,,00000000,
00000091,145,6C2151E6-0E66-4BA0-A5DA-F3722C43B90D,Chainmail Belt α,00000003,WAIST,77FEE700,Chainmail α,0000001A,26,00000000,0,00000002,2,00000000,0,00000000,0,00000000,0,00000001,1,00000000,0,00000000,0,00000000,,00000000,,BD27BF80,Recovery Speed,00000001,1,26DF31C0,Ice Resistance,00000001,1,00000000,,00000000,
00000092,146,F2B077CE-A40B-46DB-B236-24E0559C0DE4,Chainmail Pants α,00000004,LEG,77FEE700,Chainmail α,0000001A,26,00000000,0,00000002,2,00000000,0,00000000,0,00000000,0,00000001,1,00000001,1,00000000,0,00000000,,00000000,,BD27BF80,Recovery Speed,00000001,1,00000000,,00000000,,00000000,,00000000,
0000009D,157,E8006768-1C6D-4761-8500-3F2E8F6E25EA,Bulaqchi Specs α,00000000,HELM,6684D300,Bulaqchi α,00000020,32,FFFFFFFC,-4,00000001,1,00000001,1,FFFFFFFE,-2,00000004,4,00000000,0,00000000,0,00000000,0,00000000,,75586A00,Neopteron Alert,358ABBC0,Entomologist,00000001,1,E84D8E60,Weakness Exploit,00000001,1,00000000,,00000000,
0000009E,158,6831F7E0-05E8-466A-AC6B-98327C4BDC15,Bulaqchi Specs β,00000000,HELM,2F1B7080,Bulaqchi β,00000020,32,FFFFFFFC,-4,00000001,1,00000001,1,FFFFFFFE,-2,00000004,4,00000002,2,00000001,1,00000000,0,00000000,,6479B580,Neopteron Camouflage,358ABBC0,Entomologist,00000001,1,00000000,,00000000,,00000000,,00000000,
0000009F,159,80D9229E-4086-47E2-9EB0-A9F56F2168BE,Talioth Vambraces α,00000002,ARM,BCB7FF80,Talioth α,00000020,32,00000004,4,FFFFFFFE,-2,FFFFFFFE,-2,FFFFFFFE,-2,00000002,2,00000000,0,00000000,0,00000000,0,00000000,,9DBAE680,Flexible Leathercraft,B23EB800,Leap of Faith,00000001,1,21BA7280,Burst,00000001,1,00000000,,00000000,
000000A0,160,75A80FC5-2DF5-47DA-A0AA-A3FD8059350B,Talioth Vambraces β,00000002,ARM,42EA2380,Talioth β,00000020,32,00000004,4,FFFFFFFE,-2,FFFFFFFE,-2,FFFFFFFE,-2,00000002,2,00000002,2,00000001,1,00000000,0,00000000,,1AE8EE00,Buttery Leathercraft,B23EB800,Leap of Faith,00000001,1,00000000,,00000000,,00000000,,00000000,
000000A1,161,1C85E3A1-46C3-4C8F-9F79-5E1C9ECFEB33,Piragill Greaves α,00000004,LEG,1212F780,Piragill α,00000020,32,FFFFFFFD,-3,00000004,4,FFFFFFFD,-3,00000001,1,00000001,1,00000000,0,00000000,0,00000000,0,00000000,,9DBAE680,Flexible Leathercraft,F3FE2E80,Aquatic/Oilsilt Mobility,00000001,1,16D5B740,Water Resistance,00000002,2,00000000,,00000000,
000000A2,162,BC8B5C0B-6D3F-43F2-91DC-3640BB77EA1C,Piragill Greaves β,00000004,LEG,085264C0,Piragill β,00000020,32,FFFFFFFD,-3,00000004,4,FFFFFFFD,-3,00000001,1,00000001,1,00000002,2,00000000,0,00000000,0,00000000,,1AE8EE00,Buttery Leathercraft,F3FE2E80,Aquatic/Oilsilt Mobility,00000001,1,00000000,,00000000,,00000000,,00000000,
000000A3,163,84262C54-D076-491A-8471-99836C677850,Vespoid Helm α,00000000,HELM,865DF480,Vespoid α,00000020,32,FFFFFFFE,-2,00000001,1,00000001,1,00000001,1,00000002,2,00000000,0,00000000,0,00000000,0,00000000,,75586A00,Neopteron Alert,DCA774C0,Survival Expert,00000001,1,F5C29690,Ambush,00000001,1,00000000,,00000000,
000000A4,164,74CC9BCD-7A4D-454B-BB5F-48E020AC639C,Vespoid Mail α,00000001,BODY,865DF480,Vespoid α,00000020,32,FFFFFFFE,-2,00000001,1,00000001,1,00000001,1,00000002,2,00000001,1,00000000,0,00000000,0,00000000,,75586A00,Neopteron Alert,DCA774C0,Survival Expert,00000001,1,089F5840,Evade Window,00000001,1,00000000,,00000000,
000000A5,165,4583C7E9-EDDE-45BF-B942-46B0C0387D15,Vespoid Vambraces α,00000002,ARM,865DF480,Vespoid α,00000020,32,FFFFFFFE,-2,00000001,1,00000001,1,00000001,1,00000002,2,00000000,0,00000000,0,00000000,0,00000000,,75586A00,Neopteron Alert,1F217EC0,Paralysis Resistance,00000001,1,F5C29690,Ambush,00000001,1,00000000,,00000000,
000000A6,166,A93BDAB1-541C-41CB-A120-A130E0780640,Vespoid Coil α,00000003,WAIST,865DF480,Vespoid α,00000020,32,FFFFFFFE,-2,00000001,1,00000001,1,00000001,1,00000002,2,00000001,1,00000000,0,00000000,0,00000000,,75586A00,Neopteron Alert,1F217EC0,Paralysis Resistance,00000001,1,089F5840,Evade Window,00000001,1,00000000,,00000000,
000000A7,167,275FE9CA-07F6-41F0-9447-EEB52675F982,Vespoid Greaves α,00000004,LEG,865DF480,Vespoid α,00000020,32,FFFFFFFE,-2,00000001,1,00000001,1,00000001,1,00000002,2,00000001,1,00000001,1,00000000,0,00000000,,75586A00,Neopteron Alert,DCA774C0,Survival Expert,00000001,1,1F217EC0,Paralysis Resistance,00000001,1,00000000,,00000000,
000000A8,168,B0C04615-44B4-4D1E-8F5F-154AC9E0A036,Vespoid Helm β,00000000,HELM,2C605A40,Vespoid β,00000020,32,FFFFFFFE,-2,00000001,1,00000001,1,00000001,1,00000002,2,00000002,2,00000000,0,00000000,0,00000000,,6479B580,Neopteron Camouflage,DCA774C0,Survival Expert,00000001,1,00000000,,00000000,,00000000,,00000000,
000000A9,169,3B23BA03-338C-41D4-846B-365C9957DC68,Vespoid Mail β,00000001,BODY,2C605A40,Vespoid β,00000020,32,FFFFFFFE,-2,00000001,1,00000001,1,00000001,1,00000002,2,00000001,1,00000001,1,00000001,1,00000000,,6479B580,Neopteron Camouflage,DCA774C0,Survival Expert,00000001,1,00000000,,00000000,,00000000,,00000000,
000000AA,170,EB673CEF-4259-4B45-8A63-2B576F2FA25A,Vespoid Vambraces β,00000002,ARM,2C605A40,Vespoid β,00000020,32,FFFFFFFE,-2,00000001,1,00000001,1,00000001,1,00000002,2,00000002,2,00000000,0,00000000,0,00000000,,6479B580,Neopteron Camouflage,1F217EC0,Paralysis Resistance,00000001,1,00000000,,00000000,,00000000,,00000000,
000000AB,171,F6034589-9745-46E8-AB6B-EB33595ECFD5,Vespoid Coil β,00000003,WAIST,2C605A40,Vespoid β,00000020,32,FFFFFFFE,-2,00000001,1,00000001,1,00000001,1,00000002,2,00000001,1,00000001,1,00000001,1,00000000,,6479B580,Neopteron Camouflage,1F217EC0,Paralysis Resistance,00000001,1,00000000,,00000000,,00000000,,00000000,
000000AC,172,DDF88193-A26F-41D7-AFDD-C32ED499C6E0,Vespoid Greaves β,00000004,LEG,2C605A40,Vespoid β,00000020,32,FFFFFFFE,-2,00000001,1,00000001,1,00000001,1,00000002,2,00000002,2,00000001,1,00000000,0,00000000,,6479B580,Neopteron Camouflage,DCA774C0,Survival Expert,00000001,1,00000000,,00000000,,00000000,,00000000,
000000AD,173,173E187B-AD56-4799-AB6F-3507011EA741,Kranodath Mail α,00000001,BODY,B375B980,Kranodath α,00000020,32,00000004,4,FFFFFFFE,-2,00000000,0,FFFFFFFE,-2,00000000,0,00000000,0,00000000,0,00000000,0,00000000,,58AAF300,Scaling Prowess,2C44A0C0,Flinch Free,00000002,2,57AD1280,Partbreaker,00000001,1,00000000,,00000000,
000000AE,174,38E1A6EB-17CD-4868-B67C-AF83ABE7C073,Kranodath Mail β,00000001,BODY,506C7D00,Kranodath β,00000020,32,00000004,4,FFFFFFFE,-2,00000000,0,FFFFFFFE,-2,00000000,0,00000002,2,00000000,0,00000000,0,00000000,,9CC70680,Scale Layering,2C44A0C0,Flinch Free,00000002,2,00000000,,00000000,,00000000,,00000000,
000000AF,175,49312C78-4444-4233-8156-BF2B0EAC1974,Comaqchi Accessory α,00000000,HELM,7A1A8B80,Comaqchi α,00000020,32,FFFFFFFB,-5,00000000,0,00000000,0,00000003,3,00000003,3,00000000,0,00000000,0,00000000,0,00000000,,75586A00,Neopteron Alert,F47E9280,Sleep Resistance,00000002,2,01A66F88,Foray,00000001,1,00000000,,00000000,
000000B0,176,05D4D3EC-CAFF-42AB-A99F-87238B2A7BBB,Comaqchi Accessory β,00000000,HELM,A2703680,Comaqchi β,00000020,32,FFFFFFFB,-5,00000000,0,00000000,0,00000003,3,00000003,3,00000002,2,00000001,1,00000000,0,00000000,,6479B580,Neopteron Camouflage,F47E9280,Sleep Resistance,00000002,2,00000000,,00000000,,00000000,,00000000,
000000B1,177,3D4D585A-BF07-4CED-816B-CE76E54D16ED,Kut-Ku Helm α,00000000,HELM,DA0C3B00,Kut-Ku α,00000024,36,00000003,3,00000000,0,FFFFFFFE,-2,FFFFFFFC,-4,00000002,2,00000001,1,00000000,0,00000000,0,00000000,,58AAF300,Scaling Prowess,9B4DED80,Constitution,00000002,2,54FB4F80,Fire Resistance,00000002,2,00000000,,00000000,
000000B2,178,3225AC9F-603B-4F20-9A55-3C885BB35F57,Kut-Ku Mail α,00000001,BODY,DA0C3B00,Kut-Ku α,00000024,36,00000003,3,00000000,0,FFFFFFFE,-2,FFFFFFFC,-4,00000002,2,00000001,1,00000000,0,00000000,0,00000000,,58AAF300,Scaling Prowess,6F378580,Agitator,00000001,1,54FB4F80,Fire Resistance,00000001,1,00000000,,00000000,
000000B3,179,31F561A7-3805-4968-85CB-7CEEE643F2FD,Kut-Ku Vambraces α,00000002,ARM,DA0C3B00,Kut-Ku α,00000024,36,00000003,3,00000000,0,FFFFFFFE,-2,FFFFFFFC,-4,00000002,2,00000001,1,00000000,0,00000000,0,00000000,,58AAF300,Scaling Prowess,9B4DED80,Constitution,00000001,1,6F378580,Agitator,00000001,1,00000000,,00000000,
000000B4,180,F209D257-5648-4D8E-832B-E2180D856F2A,Kut-Ku Coil α,00000003,WAIST,DA0C3B00,Kut-Ku α,00000024,36,00000003,3,00000000,0,FFFFFFFE,-2,FFFFFFFC,-4,00000002,2,00000000,0,00000000,0,00000000,0,00000000,,58AAF300,Scaling Prowess,6F378580,Agitator,00000001,1,B6595880,Recovery Up,00000002,2,00000000,,00000000,
000000B5,181,52830102-DCFD-476E-9D0C-67630AD8886E,Kut-Ku Greaves α,00000004,LEG,DA0C3B00,Kut-Ku α,00000024,36,00000003,3,00000000,0,FFFFFFFE,-2,FFFFFFFC,-4,00000002,2,00000002,2,00000000,0,00000000,0,00000000,,58AAF300,Scaling Prowess,9B4DED80,Constitution,00000002,2,B6595880,Recovery Up,00000001,1,00000000,,00000000,
000000B6,182,FE04277B-076C-4AE4-A1FA-497BCC70E830,Kut-Ku Helm β,00000000,HELM,1B6A4C00,Kut-Ku β,00000024,36,00000003,3,00000000,0,FFFFFFFE,-2,FFFFFFFC,-4,00000002,2,00000002,2,00000001,1,00000000,0,00000000,,9CC70680,Scale Layering,9B4DED80,Constitution,00000002,2,00000000,,00000000,,00000000,,00000000,
000000B7,183,A5CC96F4-1567-48C2-9C0A-64FB5C5772CD,Kut-Ku Mail β,00000001,BODY,1B6A4C00,Kut-Ku β,00000024,36,00000003,3,00000000,0,FFFFFFFE,-2,FFFFFFFC,-4,00000002,2,00000002,2,00000000,0,00000000,0,00000000,,9CC70680,Scale Layering,6F378580,Agitator,00000001,1,00000000,,00000000,,00000000,,00000000,
000000B8,184,86A2D5B1-B473-4B13-8338-45EDEC44AE4A,Kut-Ku Vambraces β,00000002,ARM,1B6A4C00,Kut-Ku β,00000024,36,00000003,3,00000000,0,FFFFFFFE,-2,FFFFFFFC,-4,00000002,2,00000002,2,00000001,1,00000001,1,00000000,,9CC70680,Scale Layering,9B4DED80,Constitution,00000001,1,00000000,,00000000,,00000000,,00000000,
000000B9,185,48DADA85-A772-4A91-8A06-CF2985A91204,Kut-Ku Coil β,00000003,WAIST,1B6A4C00,Kut-Ku β,00000024,36,00000003,3,00000000,0,FFFFFFFE,-2,FFFFFFFC,-4,00000002,2,00000001,1,00000000,0,00000000,0,00000000,,9CC70680,Scale Layering,6F378580,Agitator,00000001,1,B6595880,Recovery Up,00000001,1,00000000,,00000000,
000000BA,186,49D657E4-8E59-4538-A5A8-F078CFC605BC,Kut-Ku Greaves β,00000004,LEG,1B6A4C00,Kut-Ku β,00000024,36,00000003,3,00000000,0,FFFFFFFE,-2,FFFFFFFC,-4,00000002,2,00000002,2,00000001,1,00000000,0,00000000,,9CC70680,Scale Layering,9B4DED80,Constitution,00000001,1,B6595880,Recovery Up,00000001,1,00000000,,00000000,
000000BB,187,574DF6E9-005A-4272-81B6-E3A1EB4FA6CD,Chatacabra Helm α,00000000,HELM,92220100,Chatacabra α,00000024,36,00000001,1,00000002,2,FFFFFFFD,-3,FFFFFFFF,-1,00000001,1,00000001,1,00000000,0,00000000,0,00000000,,9DBAE680,Flexible Leathercraft,25CB1D80,Speed Eating,00000001,1,355173C0,Wide-Range,00000001,1,00000000,,00000000,
000000BC,188,76CD3063-46CD-438A-A024-B7EDE80DA704,Chatacabra Mail α,00000001,BODY,92220100,Chatacabra α,00000024,36,00000001,1,00000002,2,FFFFFFFD,-3,FFFFFFFF,-1,00000001,1,00000000,0,00000000,0,00000000,0,00000000,,9DBAE680,Flexible Leathercraft,25CB1D80,Speed Eating,00000001,1,E84D8E60,Weakness Exploit,00000001,1,00000000,,00000000,
000000BD,189,067F6231-F20F-436E-8E86-721B4AFA818D,Chatacabra Vambraces α,00000002,ARM,92220100,Chatacabra α,00000024,36,00000001,1,00000002,2,FFFFFFFD,-3,FFFFFFFF,-1,00000001,1,00000001,1,00000000,0,00000000,0,00000000,,9DBAE680,Flexible Leathercraft,9B96D580,Item Prolonger,00000001,1,355173C0,Wide-Range,00000001,1,00000000,,00000000,
000000BE,190,299E71FD-D4AB-415D-BCFA-172BF89D4CC1,Chatacabra Coil α,00000003,WAIST,92220100,Chatacabra α,00000024,36,00000001,1,00000002,2,FFFFFFFD,-3,FFFFFFFF,-1,00000001,1,00000001,1,00000000,0,00000000,0,00000000,,9DBAE680,Flexible Leathercraft,25CB1D80,Speed Eating,00000001,1,9B96D580,Item Prolonger,00000001,1,00000000,,00000000,
000000BF,191,EBB3A4D7-4E89-418C-AE3E-5FF362D48F3F,Chatacabra Greaves α,00000004,LEG,92220100,Chatacabra α,00000024,36,00000001,1,00000002,2,FFFFFFFD,-3,FFFFFFFF,-1,00000001,1,00000000,0,00000000,0,00000000,0,00000000,,9DBAE680,Flexible Leathercraft,9B96D580,Item Prolonger,00000001,1,E84D8E60,Weakness Exploit,00000001,1,00000000,,00000000,
000000C0,192,BC935477-CC3E-45AD-9C7B-C04C725BA8A2,Chatacabra Helm β,00000000,HELM,11C1C360,Chatacabra β,00000024,36,00000001,1,00000002,2,FFFFFFFD,-3,FFFFFFFF,-1,00000001,1,00000002,2,00000000,0,00000000,0,00000000,,1AE8EE00,Buttery Leathercraft,25CB1D80,Speed Eating,00000001,1,00000000,,00000000,,00000000,,00000000,
000000C1,193,A80D6EFA-9F60-4EF2-8EE7-6250717029C8,Chatacabra Mail β,00000001,BODY,11C1C360,Chatacabra β,00000024,36,00000001,1,00000002,2,FFFFFFFD,-3,FFFFFFFF,-1,00000001,1,00000001,1,00000001,1,00000001,1,00000000,,1AE8EE00,Buttery Leathercraft,25CB1D80,Speed Eating,00000001,1,00000000,,00000000,,00000000,,00000000,
000000C2,194,9F9AD589-EF74-4CE5-88A6-9DA47307FA26,Chatacabra Vambraces β,00000002,ARM,11C1C360,Chatacabra β,00000024,36,00000001,1,00000002,2,FFFFFFFD,-3,FFFFFFFF,-1,00000001,1,00000002,2,00000000,0,00000000,0,00000000,,1AE8EE00,Buttery Leathercraft,9B96D580,Item Prolonger,00000001,1,00000000,,00000000,,00000000,,00000000,
000000C3,195,3F514D12-C487-4DE0-82EE-ABEA12B77751,Chatacabra Coil β,00000003,WAIST,11C1C360,Chatacabra β,00000024,36,00000001,1,00000002,2,FFFFFFFD,-3,FFFFFFFF,-1,00000001,1,00000001,1,00000001,1,00000000,0,00000000,,1AE8EE00,Buttery Leathercraft,25CB1D80,Speed Eating,00000001,1,00000000,,00000000,,00000000,,00000000,
000000C4,196,9E855407-0601-4AFF-8FA6-ABF868923833,Chatacabra Greaves β,00000004,LEG,11C1C360,Chatacabra β,00000024,36,00000001,1,00000002,2,FFFFFFFD,-3,FFFFFFFF,-1,00000001,1,00000001,1,00000000,0,00000000,0,00000000,,1AE8EE00,Buttery Leathercraft,E84D8E60,Weakness Exploit,00000001,1,00000000,,00000000,,00000000,,00000000,
000000C5,197,028420E6-8A66-4A73-92E6-DB0754950BDC,Gypceros Helm α,00000000,HELM,AC87AB80,Gypceros α,00000024,36,FFFFFFFC,-4,00000003,3,00000004,4,FFFFFFFF,-1,00000001,1,00000001,1,00000000,0,00000000,0,00000000,,9DBAE680,Flexible Leathercraft,ED31F720,Stamina Surge,00000001,1,F0A3E800,Blindsider,00000001,1,00000000,,00000000,
000000C6,198,8C57D7FF-A91D-47EE-ACE4-5B8EA2248AA8,Gypceros Mail α,00000001,BODY,AC87AB80,Gypceros α,00000024,36,FFFFFFFC,-4,00000003,3,00000004,4,FFFFFFFF,-1,00000001,1,00000001,1,00000000,0,00000000,0,00000000,,9DBAE680,Flexible Leathercraft,ED31F720,Stamina Surge,00000001,1,56FF6980,Poison Resistance,00000001,1,00000000,,00000000,
000000C7,199,9B1585BB-E0FD-40F1-8C31-34FF958AC3DA,Gypceros Vambraces α,00000002,ARM,AC87AB80,Gypceros α,00000024,36,FFFFFFFC,-4,00000003,3,00000004,4,FFFFFFFF,-1,00000001,1,00000000,0,00000000,0,00000000,0,00000000,,9DBAE680,Flexible Leathercraft,510D3C80,Resentment,00000002,2,56FF6980,Poison Resistance,00000001,1,00000000,,00000000,
000000C8,200,72C70B74-66C0-435E-BB73-FE2611992E22,Gypceros Coil α,00000003,WAIST,AC87AB80,Gypceros α,00000024,36,FFFFFFFC,-4,00000003,3,00000004,4,FFFFFFFF,-1,00000001,1,00000001,1,00000000,0,00000000,0,00000000,,9DBAE680,Flexible Leathercraft,ED31F720,Stamina Surge,00000001,1,510D3C80,Resentment,00000001,1,00000000,,00000000,
000000C9,201,D933A3C1-52A5-48E9-AA2F-43C331169150,Gypceros Greaves α,00000004,LEG,AC87AB80,Gypceros α,00000024,36,FFFFFFFC,-4,00000003,3,00000004,4,FFFFFFFF,-1,00000001,1,00000000,0,00000000,0,00000000,0,00000000,,9DBAE680,Flexible Leathercraft,510D3C80,Resentment,00000001,1,D7508FC0,Marathon Runner,00000002,2,00000000,,00000000,
000000CA,202,C2EE9C6B-D929-4422-AF2A-7AB18C149B04,Gypceros Helm β,00000000,HELM,D00281C0,Gypceros β,00000024,36,FFFFFFFC,-4,00000003,3,00000004,4,FFFFFFFF,-1,00000001,1,00000001,1,00000001,1,00000000,0,00000000,,1AE8EE00,Buttery Leathercraft,ED31F720,Stamina Surge,00000001,1,00000000,,00000000,,00000000,,00000000,
000000CB,203,E3CC809B-DA7C-47B5-8337-2031FFDF8225,Gypceros Mail β,00000001,BODY,D00281C0,Gypceros β,00000024,36,FFFFFFFC,-4,00000003,3,00000004,4,FFFFFFFF,-1,00000001,1,00000002,2,00000000,0,00000000,0,00000000,,1AE8EE00,Buttery Leathercraft,ED31F720,Stamina Surge,00000001,1,00000000,,00000000,,00000000,,00000000,
000000CC,204,5EDDBF5C-2D18-4097-B615-B5929DC4B5B4,Gypceros Vambraces β,00000002,ARM,D00281C0,Gypceros β,00000024,36,FFFFFFFC,-4,00000003,3,00000004,4,FFFFFFFF,-1,00000001,1,00000001,1,00000000,0,00000000,0,00000000,,1AE8EE00,Buttery Leathercraft,510D3C80,Resentment,00000002,2,00000000,,00000000,,00000000,,00000000,
000000CD,205,3D796AB3-FB15-42A0-B8F5-4BFE7895919F,Gypceros Coil β,00000003,WAIST,D00281C0,Gypceros β,00000024,36,FFFFFFFC,-4,00000003,3,00000004,4,FFFFFFFF,-1,00000001,1,00000002,2,00000001,1,00000000,0,00000000,,1AE8EE00,Buttery Leathercraft,ED31F720,Stamina Surge,00000001,1,00000000,,00000000,,00000000,,00000000,
000000CE,206,DD7F1514-9DA5-44AC-8A89-6732378FC85A,Gypceros Greaves β,00000004,LEG,D00281C0,Gypceros β,00000024,36,FFFFFFFC,-4,00000003,3,00000004,4,FFFFFFFF,-1,00000001,1,00000001,1,00000000,0,00000000,0,00000000,,1AE8EE00,Buttery Leathercraft,510D3C80,Resentment,00000001,1,D7508FC0,Marathon Runner,00000001,1,00000000,,00000000,
00000093,147,13115F26-4CFF-4204-B8EB-666D2ABB3782,Bone Helm α,00000000,HELM,92DD4E00,Bone α,00000020,32,00000002,2,00000000,0,00000002,2,00000000,0,00000002,2,00000001,1,00000000,0,00000000,0,00000000,,00000000,,2A0A4AC0,Stun Resistance,00000001,1,25CB1D80,Speed Eating,00000001,1,00000000,,00000000,
00000094,148,52085139-65D2-4C7D-BFD4-CED9BF8F4177,Bone Mail α,00000001,BODY,92DD4E00,Bone α,00000020,32,00000002,2,00000000,0,00000002,2,00000000,0,00000002,2,00000001,1,00000000,0,00000000,0,00000000,,00000000,,D7508FC0,Marathon Runner,00000001,1,2A0A4AC0,Stun Resistance,00000001,1,00000000,,00000000,
00000095,149,8DF5711D-7D10-4FED-BA6F-08456F8908B7,Bone Vambraces α,00000002,ARM,92DD4E00,Bone α,00000020,32,00000002,2,00000000,0,00000002,2,00000000,0,00000002,2,00000001,1,00000000,0,00000000,0,00000000,,00000000,,D7508FC0,Marathon Runner,00000001,1,25CB1D80,Speed Eating,00000001,1,00000000,,00000000,
00000096,150,44A33B2C-902E-46BC-BE7E-411F6DAB2180,Bone Coil α,00000003,WAIST,92DD4E00,Bone α,00000020,32,00000002,2,00000000,0,00000002,2,00000000,0,00000002,2,00000001,1,00000001,1,00000000,0,00000000,,00000000,,D7508FC0,Marathon Runner,00000001,1,00000000,,00000000,,00000000,,00000000,
00000097,151,F74C4A95-D440-4C1B-A598-8990573B496D,Bone Greaves α,00000004,LEG,92DD4E00,Bone α,00000020,32,00000002,2,00000000,0,00000002,2,00000000,0,00000002,2,00000001,1,00000001,1,00000000,0,00000000,,00000000,,2A0A4AC0,Stun Resistance,00000001,1,00000000,,00000000,,00000000,,00000000,
00000098,152,6815459B-A252-4591-A4E5-BD716C9459F3,Alloy Helm α,00000000,HELM,90FC6E00,Alloy α,00000020,32,FFFFFFFE,-2,00000001,1,FFFFFFFE,-2,FFFFFFFE,-2,00000001,1,00000001,1,00000001,1,00000000,0,00000000,,00000000,,C0053240,Quick Sheathe,00000001,1,00000000,,00000000,,00000000,,00000000,
00000099,153,CA277B3E-0891-4631-889F-BEC909B1CECE,Alloy Mail α,00000001,BODY,90FC6E00,Alloy α,00000020,32,FFFFFFFE,-2,00000001,1,FFFFFFFE,-2,FFFFFFFE,-2,00000001,1,00000001,1,00000000,0,00000000,0,00000000,,00000000,,2C44A0C0,Flinch Free,00000002,2,00000000,,00000000,,00000000,,00000000,
0000009A,154,1AE6D674-F444-4CD0-933D-202444C63812,Alloy Vambraces α,00000002,ARM,90FC6E00,Alloy α,00000020,32,FFFFFFFE,-2,00000001,1,FFFFFFFE,-2,FFFFFFFE,-2,00000001,1,00000001,1,00000001,1,00000000,0,00000000,,00000000,,DBAB9E00,Tremor Resistance,00000001,1,00000000,,00000000,,00000000,,00000000,
0000009B,155,21310980-E352-46BD-AEC0-403D273FA3AE,Alloy Coil α,00000003,WAIST,90FC6E00,Alloy α,00000020,32,FFFFFFFE,-2,00000001,1,FFFFFFFE,-2,FFFFFFFE,-2,00000001,1,00000001,1,00000000,0,00000000,0,00000000,,00000000,,DBAB9E00,Tremor Resistance,00000001,1,C0053240,Quick Sheathe,00000001,1,00000000,,00000000,
0000009C,156,1BEEFA16-8B71-4A94-BC4A-F039BB8CCFDD,Alloy Greaves α,00000004,LEG,90FC6E00,Alloy α,00000020,32,FFFFFFFE,-2,00000001,1,FFFFFFFE,-2,FFFFFFFE,-2,00000001,1,00000001,1,00000000,0,00000000,0,00000000,,00000000,,C0053240,Quick Sheathe,00000001,1,2C44A0C0,Flinch Free,00000001,1,00000000,,00000000,
000000CF,207,5B5EE30B-45A3-45F4-923E-5081848EFBF8,Quematrice Helm α,00000000,HELM,1259DBA0,Quematrice α,00000024,36,00000002,2,FFFFFFFD,-3,00000000,0,FFFFFFFF,-1,00000000,0,00000001,1,00000000,0,00000000,0,00000000,,58AAF300,Scaling Prowess,2C44A0C0,Flinch Free,00000001,1,69182900,Latent Power,00000001,1,00000000,,00000000,
000000D0,208,7C06E526-F58D-4EFA-A6F8-7185046DB21A,Quematrice Mail α,00000001,BODY,1259DBA0,Quematrice α,00000024,36,00000002,2,FFFFFFFD,-3,00000000,0,FFFFFFFF,-1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,,58AAF300,Scaling Prowess,54FB4F80,Fire Resistance,00000001,1,69182900,Latent Power,00000001,1,00000000,,00000000,
000000D1,209,BA1B7437-B548-4C72-8AA9-6967F0913A32,Quematrice Braces α,00000002,ARM,1259DBA0,Quematrice α,00000024,36,00000002,2,FFFFFFFD,-3,00000000,0,FFFFFFFF,-1,00000000,0,00000001,1,00000001,1,00000000,0,00000000,,58AAF300,Scaling Prowess,2C44A0C0,Flinch Free,00000001,1,54FB4F80,Fire Resistance,00000001,1,00000000,,00000000,
000000D2,210,84B9B9ED-AC50-4894-BCD7-98635A88FCD8,Quematrice Coil α,00000003,WAIST,1259DBA0,Quematrice α,00000024,36,00000002,2,FFFFFFFD,-3,00000000,0,FFFFFFFF,-1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,,58AAF300,Scaling Prowess,54FB4F80,Fire Resistance,00000001,1,69182900,Latent Power,00000001,1,00000000,,00000000,
000000D3,211,B5F75883-BA74-4E72-B824-29F2A3248665,Quematrice Greaves α,00000004,LEG,1259DBA0,Quematrice α,00000024,36,00000002,2,FFFFFFFD,-3,00000000,0,FFFFFFFF,-1,00000000,0,00000001,1,00000000,0,00000000,0,00000000,,58AAF300,Scaling Prowess,2C44A0C0,Flinch Free,00000001,1,2829B900,Evade Extender,00000001,1,00000000,,00000000,
