Index Raw,Index,Recipe Number Raw,Recipe Number,Series Raw,Series,Armour Type Raw,Type,Key Item Raw,Key Item,Key Enemy Raw,Key Enemy,Key Story,HR Flag Raw,HR Flag,Time Rank Raw,Time Rank,Item 1 Raw,Item 2 Raw,Item 3 Raw,Item 4 Raw,ItemNum 1 Raw,ItemNum 2 Raw,ItemNum 3 Raw,ItemNum 4 Raw,Item 1,Number 1,Item 2,Number 2,Item 3,Number 3,Item 4,Number 4
000000C6,198,125A29C0,307898816,1259DBA0,Quematrice α,00000001,BODY,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000131,00000130,0000005B,00000244,00000001,00000001,00000001,00000001,Quematrice Certificate S,1,Quematrice Crest+,1,Quematrice Tail,1,Firestone,1
000000C7,199,125A50D0,307908816,1259DBA0,Quematrice α,00000002,ARM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,0000012D,0000012E,0000012F,00000130,00000003,00000003,00000001,00000001,Quematrice Scale+,3,Quematrice Hide+,3,Quematrice Igniter+,1,Quematrice Crest+,1
000000C8,200,125A77E0,307918816,1259DBA0,Quematrice α,00000003,WAIST,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000131,0000012E,00000130,00000000,00000001,00000002,00000001,00000000,Quematrice Certificate S,1,Quematrice Hide+,2,Quematrice Crest+,1,,0
000000C9,201,125A9EF0,307928816,1259DBA0,Quematrice α,00000004,LEG,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,0000012D,0000012F,0000028F,00000000,00000003,00000001,00000001,00000000,Quematrice Scale+,3,Quematrice Igniter+,1,Monster Keenbone,1,,0
000000CA,202,D9682210,-647486960,D967FB00,Quematrice β,00000000,HELM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000131,0000012F,0000012E,0000024D,00000001,00000002,00000002,00000001,Quematrice Certificate S,1,Quematrice Igniter+,2,Quematrice Hide+,2,Quality Bone,1
000000CB,203,D9684920,-647476960,D967FB00,Quematrice β,00000001,BODY,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000131,00000130,0000005B,00000244,00000001,00000001,00000001,00000001,Quematrice Certificate S,1,Quematrice Crest+,1,Quematrice Tail,1,Firestone,1
000000CC,204,D9687030,-647466960,D967FB00,Quematrice β,00000002,ARM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,0000012D,0000012E,0000012F,00000130,00000003,00000003,00000001,00000001,Quematrice Scale+,3,Quematrice Hide+,3,Quematrice Igniter+,1,Quematrice Crest+,1
000000CD,205,D9689740,-647456960,D967FB00,Quematrice β,00000003,WAIST,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000131,0000012E,00000130,00000000,00000001,00000002,00000001,00000000,Quematrice Certificate S,1,Quematrice Hide+,2,Quematrice Crest+,1,,0
000000CE,206,D968BE50,-647446960,D967FB00,Quematrice β,00000004,LEG,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,0000012D,0000012F,0000028F,00000000,00000003,00000001,00000001,00000000,Quematrice Scale+,3,Quematrice Igniter+,1,Monster Keenbone,1,,0
000000CF,207,0031BBE7,3259367,003194D7,Lala Barina α,00000000,HELM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000136,00000133,00000134,00000000,00000001,00000003,00000002,00000000,Lala Barina Certificate S,1,Lala Barina Carapace,3,Lala Barina Claw+,2,,0
000000D0,208,0031E2F7,3269367,003194D7,Lala Barina α,00000001,BODY,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000132,00000133,0000025C,00000135,00000002,00000002,00000001,00000001,Lala Barina Floret+,2,Lala Barina Carapace,2,Lala Barina Mucus+,1,Lala Barina Stinger+,1
000000D1,209,00320A07,3279367,003194D7,Lala Barina α,00000002,ARM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000136,00000134,00000135,000001EA,00000001,00000001,00000001,00000001,Lala Barina Certificate S,1,Lala Barina Claw+,1,Lala Barina Stinger+,1,Monster Broth,1
000000D2,210,00323117,3289367,003194D7,Lala Barina α,00000003,WAIST,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000132,0000025C,00000038,00000000,00000002,00000002,00000002,00000000,Lala Barina Floret+,2,Lala Barina Mucus+,2,Carbalite Ore,2,,0
000000D3,211,00325827,3299367,003194D7,Lala Barina α,00000004,LEG,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000136,00000132,0000025C,00000243,00000001,00000002,00000001,00000001,Lala Barina Certificate S,1,Lala Barina Floret+,2,Lala Barina Mucus+,1,Novacrystal,1
000000D4,212,DA5C3690,-631490928,DA5C0F80,Lala Barina β,00000000,HELM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000136,00000133,00000134,00000000,00000001,00000003,00000002,00000000,Lala Barina Certificate S,1,Lala Barina Carapace,3,Lala Barina Claw+,2,,0
000000D5,213,DA5C5DA0,-631480928,DA5C0F80,Lala Barina β,00000001,BODY,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000132,00000133,0000025C,00000135,00000002,00000002,00000001,00000001,Lala Barina Floret+,2,Lala Barina Carapace,2,Lala Barina Mucus+,1,Lala Barina Stinger+,1
000000D6,214,DA5C84B0,-631470928,DA5C0F80,Lala Barina β,00000002,ARM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000136,00000134,00000135,000001EA,00000001,00000001,00000001,00000001,Lala Barina Certificate S,1,Lala Barina Claw+,1,Lala Barina Stinger+,1,Monster Broth,1
000000D7,215,DA5CABC0,-631460928,DA5C0F80,Lala Barina β,00000003,WAIST,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000132,0000025C,00000038,00000000,00000002,00000002,00000002,00000000,Lala Barina Floret+,2,Lala Barina Mucus+,2,Carbalite Ore,2,,0
000000D8,216,DA5CD2D0,-631450928,DA5C0F80,Lala Barina β,00000004,LEG,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000136,00000132,0000025C,00000243,00000001,00000002,00000001,00000001,Lala Barina Certificate S,1,Lala Barina Floret+,2,Lala Barina Mucus+,1,Novacrystal,1
000000D9,217,81CE3110,-2117193456,81CE0A00,Conga α,00000000,HELM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,000001FD,000001FF,00000291,00000000,00000002,00000001,00000001,00000000,Congalala Pelt+,2,Congalala Fang+,1,Stoutbone,1,,0
000000DA,218,81CE5820,-2117183456,81CE0A00,Conga α,00000001,BODY,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,000001FD,000001FE,000001FF,00000200,00000002,00000002,00000001,00000001,Congalala Pelt+,2,Congalala Claw+,2,Congalala Fang+,1,Vibrant Pelt+,1
000000DB,219,81CE7F30,-2117173456,81CE0A00,Conga α,00000002,ARM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000249,00000200,0000023C,00000000,00000001,00000001,00000002,00000000,Congalala Certificate S,1,Vibrant Pelt+,1,Conga Pelt+,2,,0
000000DC,220,81CEA640,-2117163456,81CE0A00,Conga α,00000003,WAIST,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000249,000001FE,00000200,00000000,00000001,00000003,00000001,00000000,Congalala Certificate S,1,Congalala Claw+,3,Vibrant Pelt+,1,,0
000000DD,221,81CECD50,-2117153456,81CE0A00,Conga α,00000004,LEG,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000249,000001FD,000001FF,00000062,00000001,00000002,00000001,00000001,Congalala Certificate S,1,Congalala Pelt+,2,Congalala Fang+,1,Acute Fang,1
000000DE,222,A92F9B90,-1456497776,A92F7480,Conga β,00000000,HELM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,000001FD,000001FF,00000291,00000000,00000002,00000001,00000001,00000000,Congalala Pelt+,2,Congalala Fang+,1,Stoutbone,1,,0
000000DF,223,A92FC2A0,-1456487776,A92F7480,Conga β,00000001,BODY,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,000001FD,000001FE,000001FF,00000200,00000002,00000002,00000001,00000001,Congalala Pelt+,2,Congalala Claw+,2,Congalala Fang+,1,Vibrant Pelt+,1
000000E0,224,A92FE9B0,-1456477776,A92F7480,Conga β,00000002,ARM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000249,00000200,0000023C,00000000,00000001,00000001,00000002,00000000,Congalala Certificate S,1,Vibrant Pelt+,1,Conga Pelt+,2,,0
000000E1,225,A93010C0,-1456467776,A92F7480,Conga β,00000003,WAIST,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000249,000001FE,00000200,00000000,00000001,00000003,00000001,00000000,Congalala Certificate S,1,Congalala Claw+,3,Vibrant Pelt+,1,,0
000000E2,226,A93037D0,-1456457776,A92F7480,Conga β,00000004,LEG,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000249,000001FD,000001FF,00000062,00000001,00000002,00000001,00000001,Congalala Certificate S,1,Congalala Pelt+,2,Congalala Fang+,1,Acute Fang,1
000000E3,227,7DF83E90,2113420944,7DF81780,Rompopolo α,00000000,HELM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000159,00000156,00000158,00000000,00000001,00000003,00000001,00000000,Rompopolo Certificate S,1,Rompopolo Claw+,3,Rompopolo Beak+,1,,0
000000E4,228,7DF865A0,2113430944,7DF81780,Rompopolo α,00000001,BODY,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000155,00000157,0000028F,00000000,00000002,00000002,00000001,00000000,Rompopolo Hide+,2,Spotted Poison Hide+,2,Monster Keenbone,1,,0
000000E5,229,7DF88CB0,2113440944,7DF81780,Rompopolo α,00000002,ARM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000155,00000156,00000157,00000158,00000002,00000002,00000001,00000001,Rompopolo Hide+,2,Rompopolo Claw+,2,Spotted Poison Hide+,1,Rompopolo Beak+,1
000000E6,230,7DF8B3C0,2113450944,7DF81780,Rompopolo α,00000003,WAIST,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000159,00000155,00000157,000001F1,00000001,00000002,00000002,00000001,Rompopolo Certificate S,1,Rompopolo Hide+,2,Spotted Poison Hide+,2,Kranodath Skull+,1
000000E7,231,7DF8DAD0,2113460944,7DF81780,Rompopolo α,00000004,LEG,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000159,00000158,0000025A,00000000,00000001,00000002,00000001,00000000,Rompopolo Certificate S,1,Rompopolo Beak+,2,Toxin Sac,1,,0
000000E8,232,3F7283D0,1064469456,3F725CC0,Rompopolo β,00000000,HELM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000159,00000156,00000158,00000000,00000001,00000003,00000001,00000000,Rompopolo Certificate S,1,Rompopolo Claw+,3,Rompopolo Beak+,1,,0
000000E9,233,3F72AAE0,1064479456,3F725CC0,Rompopolo β,00000001,BODY,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000155,00000157,0000028F,00000000,00000002,00000002,00000001,00000000,Rompopolo Hide+,2,Spotted Poison Hide+,2,Monster Keenbone,1,,0
000000EA,234,3F72D1F0,1064489456,3F725CC0,Rompopolo β,00000002,ARM,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000155,00000156,00000157,00000158,00000002,00000002,00000001,00000001,Rompopolo Hide+,2,Rompopolo Claw+,2,Spotted Poison Hide+,1,Rompopolo Beak+,1
000000EB,235,3F72F900,1064499456,3F725CC0,Rompopolo β,00000003,WAIST,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000159,00000155,00000157,000001F1,00000001,00000002,00000002,00000001,Rompopolo Certificate S,1,Rompopolo Hide+,2,Spotted Poison Hide+,2,Kranodath Skull+,1
000000EC,236,3F732010,1064509456,3F725CC0,Rompopolo β,00000004,LEG,00000000,,00000000,-,65760700,00000000,0,00000000,NONE,00000159,00000158,0000025A,00000000,00000001,00000002,00000001,00000000,Rompopolo Certificate S,1,Rompopolo Beak+,2,Toxin Sac,1,,0
000000ED,237,AC87D290,-1400384880,AC87AB80,Gypceros α,00000000,HELM,00000000,,3E913CC0,Gypceros,00000000,00000000,0,00000000,NONE,00000215,00000212,00000213,00000000,00000001,00000002,00000001,00000000,Gypceros Certificate S,1,Gypceros Wing,2,Gypceros Head,1,,0
000000EE,238,AC87F9A0,-1400374880,AC87AB80,Gypceros α,00000001,BODY,00000000,,3E913CC0,Gypceros,00000000,00000000,0,00000000,NONE,00000211,00000212,00000214,00000213,00000002,00000001,00000001,00000001,Rubbery Hide+,2,Gypceros Wing,1,Gypceros Tail,1,Gypceros Head,1
000000EF,239,AC8820B0,-1400364880,AC87AB80,Gypceros α,00000002,ARM,00000000,,3E913CC0,Gypceros,00000000,00000000,0,00000000,NONE,00000211,00000214,0000028F,00000000,00000002,00000001,00000001,00000000,Rubbery Hide+,2,Gypceros Tail,1,Monster Keenbone,1,,0
000000F0,240,AC8847C0,-1400354880,AC87AB80,Gypceros α,00000003,WAIST,00000000,,3E913CC0,Gypceros,00000000,00000000,0,00000000,NONE,00000215,00000211,00000214,00000243,00000001,00000002,00000001,00000001,Gypceros Certificate S,1,Rubbery Hide+,2,Gypceros Tail,1,Novacrystal,1
000000F1,241,AC886ED0,-1400344880,AC87AB80,Gypceros α,00000004,LEG,00000000,,3E913CC0,Gypceros,00000000,00000000,0,00000000,NONE,00000215,00000213,0000025A,00000000,00000001,00000001,00000001,00000000,Gypceros Certificate S,1,Gypceros Head,1,Toxin Sac,1,,0
000000F2,242,D002A8D0,-805132080,D00281C0,Gypceros β,00000000,HELM,00000000,,3E913CC0,Gypceros,00000000,00000000,0,00000000,NONE,00000215,00000212,00000213,00000000,00000001,00000002,00000001,00000000,Gypceros Certificate S,1,Gypceros Wing,2,Gypceros Head,1,,0
000000F3,243,D002CFE0,-805122080,D00281C0,Gypceros β,00000001,BODY,00000000,,3E913CC0,Gypceros,00000000,00000000,0,00000000,NONE,00000211,00000212,00000214,00000213,00000002,00000001,00000001,00000001,Rubbery Hide+,2,Gypceros Wing,1,Gypceros Tail,1,Gypceros Head,1
000000F4,244,D002F6F0,-805112080,D00281C0,Gypceros β,00000002,ARM,00000000,,3E913CC0,Gypceros,00000000,00000000,0,00000000,NONE,00000211,00000214,0000028F,00000000,00000002,00000001,00000001,00000000,Rubbery Hide+,2,Gypceros Tail,1,Monster Keenbone,1,,0
000000F5,245,D0031E00,-805102080,D00281C0,Gypceros β,00000003,WAIST,00000000,,3E913CC0,Gypceros,00000000,00000000,0,00000000,NONE,00000215,00000211,00000214,00000243,00000001,00000002,00000001,00000001,Gypceros Certificate S,1,Rubbery Hide+,2,Gypceros Tail,1,Novacrystal,1
000000F6,246,D0034510,-805092080,D00281C0,Gypceros β,00000004,LEG,00000000,,3E913CC0,Gypceros,00000000,00000000,0,00000000,NONE,00000215,00000213,0000025A,00000000,00000001,00000001,00000001,00000000,Gypceros Certificate S,1,Gypceros Head,1,Toxin Sac,1,,0
000000F7,247,428C7C10,1116503056,428C5500,Nerscylla α,00000000,HELM,00000206,Nerscylla Carapace,00000000,-,00000000,00000000,0,00000000,NONE,00000206,000001E0,000001EA,00000000,00000002,00000001,00000002,00000000,Nerscylla Carapace,2,Nerscylla Shear,1,Monster Broth,2,,0
000000F8,248,428CA320,1116513056,428C5500,Nerscylla α,00000001,BODY,00000206,Nerscylla Carapace,00000000,-,00000000,00000000,0,00000000,NONE,00000209,000001E0,00000207,00000216,00000001,00000001,00000002,00000001,Nerscylla Certificate S,1,Nerscylla Shear,1,Nerscylla Claw+,2,Bird Wyvern Gem,1
000000F9,249,428CCA30,1116523056,428C5500,Nerscylla α,00000002,ARM,00000206,Nerscylla Carapace,00000000,-,00000000,00000000,0,00000000,NONE,00000206,00000207,000001E0,00000208,00000003,00000003,00000001,00000001,Nerscylla Carapace,3,Nerscylla Claw+,3,Nerscylla Shear,1,Nerscylla Spike+,1
000000FA,250,428CF140,1116533056,428C5500,Nerscylla α,00000003,WAIST,00000206,Nerscylla Carapace,00000000,-,00000000,00000000,0,00000000,NONE,00000209,00000207,00000208,000001F3,00000001,00000002,00000002,00000002,Nerscylla Certificate S,1,Nerscylla Claw+,2,Nerscylla Spike+,2,Comaqchi Carapace,2
000000FB,251,428D1850,1116543056,428C5500,Nerscylla α,00000004,LEG,00000206,Nerscylla Carapace,00000000,-,00000000,00000000,0,00000000,NONE,00000209,00000208,00000211,0000025E,00000001,00000001,00000002,00000001,Nerscylla Certificate S,1,Nerscylla Spike+,1,Rubbery Hide+,2,Coma Sac,1
000000FC,252,A4802210,-1535106544,A47FFB00,Nerscylla β,00000000,HELM,00000206,Nerscylla Carapace,00000000,-,00000000,00000000,0,00000000,NONE,00000206,000001E0,000001EA,00000000,00000002,00000001,00000002,00000000,Nerscylla Carapace,2,Nerscylla Shear,1,Monster Broth,2,,0
000000FD,253,A4804920,-1535096544,A47FFB00,Nerscylla β,00000001,BODY,00000206,Nerscylla Carapace,00000000,-,00000000,00000000,0,00000000,NONE,00000209,000001E0,00000207,00000216,00000001,00000001,00000002,00000001,Nerscylla Certificate S,1,Nerscylla Shear,1,Nerscylla Claw+,2,Bird Wyvern Gem,1
000000FE,254,A4807030,-1535086544,A47FFB00,Nerscylla β,00000002,ARM,00000206,Nerscylla Carapace,00000000,-,00000000,00000000,0,00000000,NONE,00000206,00000207,000001E0,00000208,00000003,00000003,00000001,00000001,Nerscylla Carapace,3,Nerscylla Claw+,3,Nerscylla Shear,1,Nerscylla Spike+,1
000000FF,255,A4809740,-1535076544,A47FFB00,Nerscylla β,00000003,WAIST,00000206,Nerscylla Carapace,00000000,-,00000000,00000000,0,00000000,NONE,00000209,00000207,00000208,000001F3,00000001,00000002,00000002,00000002,Nerscylla Certificate S,1,Nerscylla Claw+,2,Nerscylla Spike+,2,Comaqchi Carapace,2
00000100,256,A480BE50,-1535066544,A47FFB00,Nerscylla β,00000004,LEG,00000206,Nerscylla Carapace,00000000,-,00000000,00000000,0,00000000,NONE,00000209,00000208,00000211,0000025E,00000001,00000001,00000002,00000001,Nerscylla Certificate S,1,Nerscylla Spike+,1,Rubbery Hide+,2,Coma Sac,1
00000101,257,C865D390,-932850800,C865AC80,Balahara α,00000000,HELM,00000138,Balahara Scale+,00000000,-,00000000,00000000,0,00000000,NONE,0000013B,00000139,0000013A,00000000,00000001,00000002,00000001,00000000,Balahara Certificate S,1,Balahara Carapace,2,Balahara Skull+,1,,0
00000102,258,C865FAA0,-932840800,C865AC80,Balahara α,00000001,BODY,00000138,Balahara Scale+,00000000,-,00000000,00000000,0,00000000,NONE,00000138,0000013A,0000028F,00000000,00000002,00000001,00000001,00000000,Balahara Scale+,2,Balahara Skull+,1,Monster Keenbone,1,,0
00000103,259,C86621B0,-932830800,C865AC80,Balahara α,00000002,ARM,00000138,Balahara Scale+,00000000,-,00000000,00000000,0,00000000,NONE,00000138,00000139,0000013A,00000053,00000002,00000002,00000001,00000001,Balahara Scale+,2,Balahara Carapace,2,Balahara Skull+,1,Balahara Tail,1
00000104,260,C86648C0,-932820800,C865AC80,Balahara α,00000003,WAIST,00000138,Balahara Scale+,00000000,-,00000000,00000000,0,00000000,NONE,0000013B,0000013A,00000254,00000000,00000001,00000001,00000001,00000000,Balahara Certificate S,1,Balahara Skull+,1,Torrent Sac,1,,0
00000105,261,C8666FD0,-932810800,C865AC80,Balahara α,00000004,LEG,00000138,Balahara Scale+,00000000,-,00000000,00000000,0,00000000,NONE,0000013B,00000138,00000139,000002C0,00000001,00000002,00000002,00000001,Balahara Certificate S,1,Balahara Scale+,2,Balahara Carapace,2,Balahara Black Pearl,1
00000106,262,00BC4CAF,12340399,00BC259F,Balahara β,00000000,HELM,00000138,Balahara Scale+,00000000,-,00000000,00000000,0,00000000,NONE,0000013B,00000139,0000013A,00000000,00000001,00000002,00000001,00000000,Balahara Certificate S,1,Balahara Carapace,2,Balahara Skull+,1,,0
00000107,263,00BC73BF,12350399,00BC259F,Balahara β,00000001,BODY,00000138,Balahara Scale+,00000000,-,00000000,00000000,0,00000000,NONE,00000138,0000013A,0000028F,00000000,00000002,00000001,00000001,00000000,Balahara Scale+,2,Balahara Skull+,1,Monster Keenbone,1,,0
00000108,264,00BC9ACF,12360399,00BC259F,Balahara β,00000002,ARM,00000138,Balahara Scale+,00000000,-,00000000,00000000,0,00000000,NONE,00000138,00000139,0000013A,00000053,00000002,00000002,00000001,00000001,Balahara Scale+,2,Balahara Carapace,2,Balahara Skull+,1,Balahara Tail,1
00000109,265,00BCC1DF,12370399,00BC259F,Balahara β,00000003,WAIST,00000138,Balahara Scale+,00000000,-,00000000,00000000,0,00000000,NONE,0000013B,0000013A,00000254,00000000,00000001,00000001,00000001,00000000,Balahara Certificate S,1,Balahara Skull+,1,Torrent Sac,1,,0
0000010A,266,00BCE8EF,12380399,00BC259F,Balahara β,00000004,LEG,00000138,Balahara Scale+,00000000,-,00000000,00000000,0,00000000,NONE,0000013B,00000138,00000139,000002C0,00000001,00000002,00000002,00000001,Balahara Certificate S,1,Balahara Scale+,2,Balahara Carapace,2,Balahara Black Pearl,1
0000010B,267,BD5AE490,-1118116720,BD5ABD80,Hirabami α,00000000,HELM,00000166,Hirabami Scale+,00000000,-,00000000,00000000,0,00000000,NONE,0000016A,00000167,00000169,00000000,00000001,00000003,00000002,00000000,Hirabami Certificate S,1,Hirabami Hide+,3,Hirabami Tail Claw+,2,,0
0000010C,268,BD5B0BA0,-1118106720,BD5ABD80,Hirabami α,00000001,BODY,00000166,Hirabami Scale+,00000000,-,00000000,00000000,0,00000000,NONE,0000016A,00000169,00000258,00000000,00000001,00000001,00000001,00000000,Hirabami Certificate S,1,Hirabami Tail Claw+,1,Freezer Sac,1,,0
0000010D,269,BD5B32B0,-1118096720,BD5ABD80,Hirabami α,00000002,ARM,00000166,Hirabami Scale+,00000000,-,00000000,00000000,0,00000000,NONE,0000016A,00000166,00000168,0000005C,00000001,00000002,00000001,00000001,Hirabami Certificate S,1,Hirabami Scale+,2,Hirabami Webbing+,1,Wyvern Gem,1
0000010E,270,BD5B59C0,-1118086720,BD5ABD80,Hirabami α,00000003,WAIST,00000166,Hirabami Scale+,00000000,-,00000000,00000000,0,00000000,NONE,00000166,00000168,0000028F,00000000,00000002,00000001,00000001,00000000,Hirabami Scale+,2,Hirabami Webbing+,1,Monster Keenbone,1,,0
0000010F,271,BD5B80D0,-1118076720,BD5ABD80,Hirabami α,00000004,LEG,00000166,Hirabami Scale+,00000000,-,00000000,00000000,0,00000000,NONE,00000166,00000167,00000168,00000169,00000002,00000002,00000002,00000001,Hirabami Scale+,2,Hirabami Hide+,2,Hirabami Webbing+,2,Hirabami Tail Claw+,1
00000110,272,38B3BA90,951302800,38B39380,Hirabami β,00000000,HELM,00000166,Hirabami Scale+,00000000,-,00000000,00000000,0,00000000,NONE,0000016A,00000167,00000169,00000000,00000001,00000003,00000002,00000000,Hirabami Certificate S,1,Hirabami Hide+,3,Hirabami Tail Claw+,2,,0
00000111,273,38B3E1A0,951312800,38B39380,Hirabami β,00000001,BODY,00000166,Hirabami Scale+,00000000,-,00000000,00000000,0,00000000,NONE,0000016A,00000169,00000258,00000000,00000001,00000001,00000001,00000000,Hirabami Certificate S,1,Hirabami Tail Claw+,1,Freezer Sac,1,,0
00000112,274,38B408B0,951322800,38B39380,Hirabami β,00000002,ARM,00000166,Hirabami Scale+,00000000,-,00000000,00000000,0,00000000,NONE,0000016A,00000166,00000168,0000005C,00000001,00000002,00000001,00000001,Hirabami Certificate S,1,Hirabami Scale+,2,Hirabami Webbing+,1,Wyvern Gem,1
00000113,275,38B42FC0,951332800,38B39380,Hirabami β,00000003,WAIST,00000166,Hirabami Scale+,00000000,-,00000000,00000000,0,00000000,NONE,00000166,00000168,0000028F,00000000,00000002,00000001,00000001,00000000,Hirabami Scale+,2,Hirabami Webbing+,1,Monster Keenbone,1,,0
00000114,276,38B456D0,951342800,38B39380,Hirabami β,00000004,LEG,00000166,Hirabami Scale+,00000000,-,00000000,00000000,0,00000000,NONE,00000166,00000167,00000168,00000169,00000002,00000002,00000002,00000001,Hirabami Scale+,2,Hirabami Hide+,2,Hirabami Webbing+,2,Hirabami Tail Claw+,1
00000115,277,ADF1EF10,-1376653552,ADF1C800,Rathian α,00000000,HELM,00000066,Rathian Scale+,00000000,-,00000000,00000000,0,00000000,NONE,00000066,00000068,0000028F,00000000,00000002,00000002,00000002,00000000,Rathian Scale+,2,Rathian Webbing,2,Monster Keenbone,2,,0
00000116,278,ADF21620,-1376643552,ADF1C800,Rathian α,00000001,BODY,00000066,Rathian Scale+,00000000,-,00000000,00000000,0,00000000,NONE,00000218,00000066,0000006A,00000000,00000001,00000002,00000001,00000000,Rathian Certificate S,1,Rathian Scale+,2,Rathian Ruby,1,,0
00000117,279,ADF23D30,-1376633552,ADF1C800,Rathian α,00000002,ARM,00000066,Rathian Scale+,00000000,-,00000000,00000000,0,00000000,NONE,00000066,00000067,00000069,0000025A,00000003,00000003,00000002,00000002,Rathian Scale+,3,Rathian Carapace,3,Rathian Spike+,2,Toxin Sac,2
00000118,280,ADF26440,-1376623552,ADF1C800,Rathian α,00000003,WAIST,00000066,Rathian Scale+,00000000,-,00000000,00000000,0,00000000,NONE,00000218,00000067,0000019B,00000000,00000001,00000001,00000001,00000000,Rathian Certificate S,1,Rathian Carapace,1,Rath Medulla,1,,0
00000119,281,ADF28B50,-1376613552,ADF1C800,Rathian α,00000004,LEG,00000066,Rathian Scale+,00000000,-,00000000,00000000,0,00000000,NONE,00000218,00000067,00000068,0000003E,00000001,00000002,00000002,00000001,Rathian Certificate S,1,Rathian Carapace,2,Rathian Webbing,2,Dragonbone Relic,1
0000011A,282,A1BBAA10,-1581536752,A1BB8300,Rathian β,00000000,HELM,00000066,Rathian Scale+,00000000,-,00000000,00000000,0,00000000,NONE,00000066,00000068,0000028F,00000000,00000002,00000002,00000002,00000000,Rathian Scale+,2,Rathian Webbing,2,Monster Keenbone,2,,0
0000011B,283,A1BBD120,-1581526752,A1BB8300,Rathian β,00000001,BODY,00000066,Rathian Scale+,00000000,-,00000000,00000000,0,00000000,NONE,00000218,00000066,0000006A,00000000,00000001,00000002,00000001,00000000,Rathian Certificate S,1,Rathian Scale+,2,Rathian Ruby,1,,0
0000011C,284,A1BBF830,-1581516752,A1BB8300,Rathian β,00000002,ARM,00000066,Rathian Scale+,00000000,-,00000000,00000000,0,00000000,NONE,00000066,00000067,00000069,0000025A,00000003,00000003,00000002,00000002,Rathian Scale+,3,Rathian Carapace,3,Rathian Spike+,2,Toxin Sac,2
0000011D,285,A1BC1F40,-1581506752,A1BB8300,Rathian β,00000003,WAIST,00000066,Rathian Scale+,00000000,-,00000000,00000000,0,00000000,NONE,00000218,00000067,0000019B,00000000,00000001,00000001,00000001,00000000,Rathian Certificate S,1,Rathian Carapace,1,Rath Medulla,1,,0
0000011E,286,A1BC4650,-1581496752,A1BB8300,Rathian β,00000004,LEG,00000066,Rathian Scale+,00000000,-,00000000,00000000,0,00000000,NONE,00000218,00000067,00000068,0000003E,00000001,00000002,00000002,00000001,Rathian Certificate S,1,Rathian Carapace,2,Rathian Webbing,2,Dragonbone Relic,1
0000011F,287,BFCDF990,-1077020272,BFCDD280,Ingot α,00000000,HELM,00000000,,00000000,-,85F88180,00000000,0,00000000,NONE,00000246,00000038,00000245,00000000,00000001,00000002,00000001,00000000,Fucium Ore,1,Carbalite Ore,2,Firecell Stone,1,,0
00000120,288,BFCE20A0,-1077010272,BFCDD280,Ingot α,00000001,BODY,00000000,,00000000,-,85F88180,00000000,0,00000000,NONE,00000246,00000038,00000247,00000000,00000001,00000001,00000004,00000000,Fucium Ore,1,Carbalite Ore,1,Icium,4,,0
